ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,Unnamed: 41
,,,,,,,,,,,,,,,space,4.49989641784,,,,,,,,,,,,,,,,,,,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,,,,,,,,,,,,,,,space,20.0446729707,,,,,,,,,,,,,,,,,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,,,,,,,,,,,,,,,,,space,21.6284509194,,,,,,,,,,,,,,,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,,,,,,,,,,,,,,,,,,,space,5.415854502,,,,,,,,,,,,,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,,,,,,,,,,,,,,,,,,,,,right,8.01641687844,,,,,,,,,,,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,,,,,,,,,,,,,,,,,,,,,,,space,1.39917751122,,,,,,,,,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
10.0,109.0,9.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,right,1.0,3.78294003801,,,,,,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
25.0,35.0,150.0,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,right,0.0,4.18238640018,,,,,,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
10.0,19.0,89.0,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,left,0.0,3.68307960406,,,,,,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,47.6570267538,,,,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,25.0,0.0,35.0,5.0,,,,,0.0,0.0,0.0,60.0,,,,,,,,,,,,,,,,,,right,1.0,7.882931042,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,5.0,0.0,35.0,150.0,,,,,0.0,1.0,1.0,56.0,,,,,,,,,,,,,,,,,,right,0.0,5.94988986338,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,5.0,0.0,35.0,89.0,,,,,0.0,2.0,2.0,51.0,,,,,,,,,,,,,,,,,,left,1.0,6.03142524464,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,10.0,0.0,111.0,30.0,,,,,0.0,3.0,3.0,13.0,,,,,,,,,,,,,,,,,,right,1.0,5.79870920628,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,10.0,0.0,61.0,150.0,,,,,0.0,4.0,4.0,27.0,,,,,,,,,,,,,,,,,,right,1.0,6.31665308727,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,5.0,0.0,14.0,149.0,,,,,0.0,5.0,5.0,55.0,,,,,,,,,,,,,,,,,,right,0.0,2.13336143503,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,5.0,0.0,150.0,90.0,,,,,0.0,6.0,6.0,54.0,,,,,,,,,,,,,,,,,,right,1.0,2.64975903649,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,5.0,0.0,56.0,89.0,,,,,0.0,7.0,7.0,52.0,,,,,,,,,,,,,,,,,,right,1.0,2.28326363582,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,25.0,0.0,55.0,11.0,,,,,0.0,8.0,8.0,66.0,,,,,,,,,,,,,,,,,,left,1.0,8.1484947172,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,5.0,0.0,105.0,60.0,,,,,0.0,9.0,9.0,48.0,,,,,,,,,,,,,,,,,,right,1.0,2.38324641483,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,10.0,0.0,40.0,10.0,,,,,0.0,10.0,10.0,6.0,,,,,,,,,,,,,,,,,,right,1.0,1.66830975981,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,25.0,0.0,125.0,9.0,,,,,0.0,11.0,11.0,68.0,,,,,,,,,,,,,,,,,,left,1.0,6.54808193026,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,25.0,0.0,125.0,149.0,,,,,0.0,12.0,12.0,88.0,,,,,,,,,,,,,,,,,,left,0.0,5.03266823106,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,10.0,0.0,20.0,59.0,,,,,0.0,13.0,13.0,15.0,,,,,,,,,,,,,,,,,,right,0.0,2.73249936383,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,5.0,0.0,150.0,30.0,,,,,0.0,14.0,14.0,44.0,,,,,,,,,,,,,,,,,,right,1.0,1.90007222444,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,25.0,0.0,125.0,59.0,,,,,0.0,15.0,15.0,78.0,,,,,,,,,,,,,,,,,,left,1.0,4.2494732216,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,25.0,0.0,125.0,89.0,,,,,0.0,16.0,16.0,83.0,,,,,,,,,,,,,,,,,,right,1.0,4.36623991514,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,5.0,0.0,56.0,9.0,,,,,0.0,17.0,17.0,37.0,,,,,,,,,,,,,,,,,,right,1.0,1.9340656912,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,5.0,0.0,56.0,29.0,,,,,0.0,18.0,18.0,42.0,,,,,,,,,,,,,,,,,,left,1.0,2.88360599708,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,10.0,0.0,60.0,29.0,,,,,0.0,19.0,19.0,12.0,,,,,,,,,,,,,,,,,,left,1.0,5.76681976952,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,5.0,0.0,104.0,5.0,,,,,0.0,20.0,20.0,33.0,,,,,,,,,,,,,,,,,,right,1.0,1.74984257063,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,10.0,0.0,151.0,11.0,,,,,0.0,21.0,21.0,9.0,,,,,,,,,,,,,,,,,,left,1.0,1.44990554219,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,25.0,0.0,150.0,29.0,,,,,0.0,22.0,22.0,74.0,,,,,,,,,,,,,,,,,,left,1.0,2.50099546835,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,5.0,0.0,36.0,9.0,,,,,0.0,23.0,23.0,36.0,,,,,,,,,,,,,,,,,,left,1.0,2.99977278756,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,5.0,0.0,35.0,6.0,,,,,0.0,24.0,24.0,31.0,,,,,,,,,,,,,,,,,,left,1.0,1.36687528715,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,5.0,0.0,15.0,61.0,,,,,0.0,25.0,25.0,45.0,,,,,,,,,,,,,,,,,,left,0.0,3.41686976142,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,10.0,0.0,39.0,59.0,,,,,0.0,26.0,26.0,16.0,,,,,,,,,,,,,,,,,,right,0.0,6.86583869439,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,5.0,0.0,35.0,31.0,,,,,0.0,27.0,27.0,41.0,,,,,,,,,,,,,,,,,,right,1.0,3.68297576485,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,25.0,0.0,35.0,90.0,,,,,0.0,28.0,28.0,80.0,,,,,,,,,,,,,,,,,,left,0.0,6.61590744974,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,10.0,0.0,150.0,30.0,,,,,0.0,29.0,29.0,14.0,,,,,,,,,,,,,,,,,,left,1.0,1.24996208865,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,10.0,0.0,61.0,89.0,,,,,0.0,30.0,30.0,22.0,,,,,,,,,,,,,,,,,,right,1.0,10.680434274,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,10.0,0.0,39.0,150.0,,,,,0.0,31.0,31.0,26.0,,,,,,,,,,,,,,,,,,left,0.0,4.18276885757,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,25.0,0.0,55.0,151.0,,,,,0.0,32.0,32.0,86.0,,,,,,,,,,,,,,,,,,right,0.0,5.9326340463,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,25.0,0.0,150.0,61.0,,,,,0.0,33.0,33.0,79.0,,,,,,,,,,,,,,,,,,left,1.0,4.46543721715,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,5.0,0.0,14.0,31.0,,,,,0.0,34.0,34.0,40.0,,,,,,,,,,,,,,,,,,right,0.0,2.66632447718,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
,,,10.0,0.0,39.0,29.0,,,,,0.0,35.0,35.0,11.0,,,,,,,,,,,,,,,,,,right,1.0,5.49940395262,1,3.0.3,59.9661840643574,ninosDelConv2,2019_May_09_0828,57,
