ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,0.517793014413,,,,,,,,,,,,,,,,,,,,,001,3.0.3,60.00481194754947,ninosDelConv2,2019_Aug_10_0858,212,
,,,,,,,,,,,,,,,,,space,0.568552429089,,,,,,,,,,,,,,,,,,,001,3.0.3,60.00481194754947,ninosDelConv2,2019_Aug_10_0858,212,
,,,,,,,,,,,,,,,,,,,space,0.383876330452,,,,,,,,,,,,,,,,,001,3.0.3,60.00481194754947,ninosDelConv2,2019_Aug_10_0858,212,
,,,,,,,,,,,,,,,,,,,,,space,0.701583394664,,,,,,,,,,,,,,,001,3.0.3,60.00481194754947,ninosDelConv2,2019_Aug_10_0858,212,
,,,,,,,,,,,,,,,,,,,,,,,right,0.334258119692,,,,,,,,,,,,,001,3.0.3,60.00481194754947,ninosDelConv2,2019_Aug_10_0858,212,
,,,,,,,,,,,,,,,,,,,,,,,,,space,0.450292857597,,,,,,,,,,,001,3.0.3,60.00481194754947,ninosDelConv2,2019_Aug_10_0858,212,
10,109,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,right,1,4.10061666137,,,,,,,,001,3.0.3,60.00481194754947,ninosDelConv2,2019_Aug_10_0858,212,
25,35,150,,,,,0,1,1,1,,,,,,,,,,,,,,,,,right,0,5.65038651868,,,,,,,,001,3.0.3,60.00481194754947,ninosDelConv2,2019_Aug_10_0858,212,
10,19,89,,,,,0,2,2,2,,,,,,,,,,,,,,,,,left,0,4.01679883047,,,,,,,,001,3.0.3,60.00481194754947,ninosDelConv2,2019_Aug_10_0858,212,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,37.4272996545,,,,,,001,3.0.3,60.00481194754947,ninosDelConv2,2019_Aug_10_0858,212,
,,,5,0,35.0,89,,,,,0,0,0,51,,,,,,,,,,,,,,,,,,left,1,5.26717794663,,,001,3.0.3,60.00481194754947,ninosDelConv2,2019_Aug_10_0858,212,
,,,25,0,55.0,90,,,,,0,1,1,81,,,,,,,,,,,,,,,,,,left,0,4.3335029718,,,001,3.0.3,60.00481194754947,ninosDelConv2,2019_Aug_10_0858,212,
