ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro1.started,intro1.stopped,key1.keys,key1.rt,key1.started,key1.stopped,intro2.started,intro2.stopped,key2.keys,key2.rt,key2.started,key2.stopped,intro2_2.started,intro2_2.stopped,key2_2.keys,key2_2.rt,key2_2.started,key2_2.stopped,Intro2_3.started,Intro2_3.stopped,key2_3.keys,key2_3.rt,key2_3.started,key2_3.stopped,key3.keys,key3.rt,key3.started,key3.stopped,intro3.started,intro3.stopped,ss_am.started,ss_am.stopped,ss_del.started,ss_del.stopped,ll_am.started,ll_am.stopped,ll_del.started,ll_del.stopped,Intro4.started,Intro4.stopped,key4.keys,key4.rt,key4.started,key4.stopped,pregunta.started,pregunta.stopped,ssAm_P.started,ssAm_P.stopped,ssDel_P.started,ssDel_P.stopped,llAm_P.started,llAm_P.stopped,llDel_P.started,llDel_P.stopped,respP.keys,respP.corr,respP.rt,respP.started,respP.stopped,feedbackP.started,feedbackP.stopped,comienzo.started,comienzo.stopped,key5.keys,key5.rt,key5.started,key5.stopped,preguntaT.started,preguntaT.stopped,ssAm_T.started,ssAm_T.stopped,ssDel_T.started,ssDel_T.stopped,llAm_T.started,llAm_T.stopped,llDel_T.started,llDel_T.stopped,respT.keys,respT.corr,respT.rt,respT.started,respT.stopped,textfbT.started,textfbT.stopped,Gracias.started,Gracias.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,session,participant,date,expName,psychopyVersion,frameRate,Unnamed: 111
,,,,,,,,,,,,,,,9.917027999996208,None,space,37.118910300006974,10.404364299989538,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,246,2019_Aug_10_0931,ninosDelConv2,3.1.5,59.91597383321715,
,,,,,,,,,,,,,,,,,,,,,47.54794229999243,None,space,24.0575331,48.06395349999366,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,246,2019_Aug_10_0931,ninosDelConv2,3.1.5,59.91597383321715,
,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1432216999965,None,space,6.547619099990698,72.65910079999594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,246,2019_Aug_10_0931,ninosDelConv2,3.1.5,59.91597383321715,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2253170999902,None,space,3.397499500002596,79.74218299999484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,246,2019_Aug_10_0931,ninosDelConv2,3.1.5,59.91597383321715,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,4.9665207999933045,83.67358239999157,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,246,2019_Aug_10_0931,ninosDelConv2,3.1.5,59.91597383321715,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.15976929999306,None,83.15976929999306,None,83.15976929999306,None,83.15976929999306,None,83.15976929999306,None,88.65645149999182,None,space,2.8236233000061475,89.17259770000237,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,246,2019_Aug_10_0931,ninosDelConv2,3.1.5,59.91597383321715,
25.0,35.0,150.0,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0543833999982,None,92.0543833999982,None,92.0543833999982,None,92.0543833999982,None,92.0543833999982,None,right,0.0,3.805068000001484,92.55536779999966,None,96.3984810999973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,246,2019_Aug_10_0931,ninosDelConv2,3.1.5,59.91597383321715,
10.0,109.0,9.0,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.38811169999826,None,99.38811169999826,None,99.38811169999826,None,99.38811169999826,None,99.38811169999826,None,right,1.0,3.1537337000045227,99.9040585999901,None,103.09447679998992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,246,2019_Aug_10_0931,ninosDelConv2,3.1.5,59.91597383321715,
10.0,19.0,89.0,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.1038769000006,None,106.1038769000006,None,106.1038769000006,None,106.1038769000006,None,106.1038769000006,None,left,0.0,2.960873399992124,106.60268569999609,None,109.59443739999551,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,246,2019_Aug_10_0931,ninosDelConv2,3.1.5,59.91597383321715,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.58550950000064,None,g,62.49455039999157,113.10217169999667,None,,,,,,,,,,,,,,,,,,,,,,,,1,246,2019_Aug_10_0931,ninosDelConv2,3.1.5,59.91597383321715,
,,,25.0,0.0,125.0,89.0,,,,,0.0,0.0,0.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.65803379999124,None,175.65803379999124,None,175.65803379999124,None,175.65803379999124,None,175.65803379999124,None,right,0.0,5.451001000008546,176.15660950000165,None,181.64542749999964,None,,,,,,,1,246,2019_Aug_10_0931,ninosDelConv2,3.1.5,59.91597383321715,
,,,10.0,0.0,149.0,89.0,,,,,0.0,1.0,1.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.6562721999944,None,184.6562721999944,None,184.6562721999944,None,184.6562721999944,None,184.6562721999944,None,right,1.0,7.623032499992405,185.15467949998856,None,192.81107850000265,None,,,,,,,1,246,2019_Aug_10_0931,ninosDelConv2,3.1.5,59.91597383321715,
,,,10.0,0.0,151.0,11.0,,,,,0.0,2.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.81570959999223,None,195.81570959999223,None,195.81570959999223,None,195.81570959999223,None,195.81570959999223,None,right,1.0,1.880817600002047,196.31928709999195,None,198.21865909999175,None,,,,,,,1,246,2019_Aug_10_0931,ninosDelConv2,3.1.5,59.91597383321715,
,,,5.0,0.0,104.0,10.0,,,,,0.0,3.0,3.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.23423799999,None,201.23423799999,None,201.23423799999,None,201.23423799999,None,201.23423799999,None,right,1.0,1.906455400006962,201.73441140000068,None,203.66789419999984,None,,,,,,,1,246,2019_Aug_10_0931,ninosDelConv2,3.1.5,59.91597383321715,
,,,5.0,0.0,105.0,60.0,,,,,0.0,4.0,4.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.6856823999988,None,206.6856823999988,None,206.6856823999988,None,206.6856823999988,None,206.6856823999988,None,right,1.0,4.143347200006247,207.18372519999684,None,211.3494884999964,None,,,,,,,1,246,2019_Aug_10_0931,ninosDelConv2,3.1.5,59.91597383321715,
