ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,Unnamed: 41
,,,,,,,,,,,,,,,space,50.0242433744,,,,,,,,,,,,,,,,,,,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
,,,,,,,,,,,,,,,,,space,63.4381023124,,,,,,,,,,,,,,,,,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
,,,,,,,,,,,,,,,,,,,space,13.5475025894,,,,,,,,,,,,,,,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
,,,,,,,,,,,,,,,,,,,,,space,23.6291834484,,,,,,,,,,,,,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
,,,,,,,,,,,,,,,,,,,,,,,left,17.1501957267,,,,,,,,,,,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
,,,,,,,,,,,,,,,,,,,,,,,,,space,2.31650041277,,,,,,,,,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
10.0,109.0,9.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,right,1.0,5.16606308008,,,,,,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
25.0,35.0,150.0,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,right,0.0,7.41517800419,,,,,,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
10.0,19.0,89.0,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,right,0.0,3.13305402966,,,,,,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,43.1750770444,,,,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
,,,10.0,0.0,10.01,150.0,,,,,0.0,0.0,0.0,25.0,,,,,,,,,,,,,,,,,,left,0.0,3.16677967319,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
,,,5.0,0.0,35.0,31.0,,,,,0.0,1.0,1.0,41.0,,,,,,,,,,,,,,,,,,left,1.0,4.54888334265,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
,,,25.0,0.0,35.0,5.0,,,,,0.0,2.0,2.0,60.0,,,,,,,,,,,,,,,,,,left,0.0,3.38300583744,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
,,,25.0,0.0,35.0,90.0,,,,,0.0,3.0,3.0,80.0,,,,,,,,,,,,,,,,,,right,0.0,1.66707242792,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
,,,5.0,0.0,56.0,89.0,,,,,0.0,4.0,4.0,52.0,,,,,,,,,,,,,,,,,,right,0.0,6.34886278026,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
,,,10.0,0.0,39.0,29.0,,,,,0.0,5.0,5.0,11.0,,,,,,,,,,,,,,,,,,right,0.0,2.16633912781,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
,,,10.0,0.0,40.0,10.0,,,,,0.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,left,1.0,2.39993522922,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
,,,10.0,0.0,39.0,59.0,,,,,0.0,7.0,7.0,16.0,,,,,,,,,,,,,,,,,,left,0.0,5.78273184551,1,3.0.3,59.47375015142381,ninosDelConv2,2019_May_09_0812,112,
