ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,4.0830816176,,,,,,,,,,,,,,,,,,,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,,,,,,,,,,,,,,,space,7.81733764592,,,,,,,,,,,,,,,,,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,,,,,,,,,,,,,,,,,space,17.8304434858,,,,,,,,,,,,,,,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,,,,,,,,,,,,,,,,,,,space,7.04854738252,,,,,,,,,,,,,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,,,,,,,,,,,,,,,,,,,,,right,4.06761472172,,,,,,,,,,,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,,,,,,,,,,,,,,,,,,,,,,,space,3.84968200541,,,,,,,,,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
10,109,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,right,1,15.9316352716,,,,,,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
25,35,150,,,,,0,1,1,1,,,,,,,,,,,,,,,,,left,0,8.23224864242,,,,,,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
10,19,89,,,,,0,2,2,2,,,,,,,,,,,,,,,,,right,0,4.49912250764,,,,,,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,111.36329933,,,,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,5,0,106.0,152,,,,,0,0,0,58,,,,,,,,,,,,,,,,,,right,1,5.94929512736,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,55.0,60,,,,,0,1,1,76,,,,,,,,,,,,,,,,,,right,1,11.8829974153,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,5,0,35.0,89,,,,,0,2,2,51,,,,,,,,,,,,,,,,,,right,1,4.31702767056,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,5,0,56.0,89,,,,,0,3,3,52,,,,,,,,,,,,,,,,,,right,1,6.09902504267,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,10,0,39.0,150,,,,,0,4,4,26,,,,,,,,,,,,,,,,,,left,1,5.63276866073,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,10,0,61.0,89,,,,,0,5,5,22,,,,,,,,,,,,,,,,,,left,1,3.15027687023,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,10,0,149.0,89,,,,,0,6,6,24,,,,,,,,,,,,,,,,,,left,1,5.53368912818,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,10,0,21.0,31,,,,,0,7,7,10,,,,,,,,,,,,,,,,,,left,0,5.09964961989,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,75.0,59,,,,,0,8,8,77,,,,,,,,,,,,,,,,,,right,1,17.9807810145,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,55.0,11,,,,,0,9,9,66,,,,,,,,,,,,,,,,,,right,1,1.23364121822,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,125.0,9,,,,,0,10,10,68,,,,,,,,,,,,,,,,,,left,1,1.59977504943,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,150.0,150,,,,,0,11,11,89,,,,,,,,,,,,,,,,,,left,1,3.05011833552,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,10,0,150.0,30,,,,,0,12,12,14,,,,,,,,,,,,,,,,,,left,1,1.6003821487,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,5,0,15.0,61,,,,,0,13,13,45,,,,,,,,,,,,,,,,,,right,0,9.23308192601,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,5,0,16.0,4,,,,,0,14,14,30,,,,,,,,,,,,,,,,,,right,1,2.71635353845,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,75.0,90,,,,,0,15,15,82,,,,,,,,,,,,,,,,,,right,1,3.54941305169,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,35.0,150,,,,,0,16,16,85,,,,,,,,,,,,,,,,,,left,0,7.83301067795,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,5,0,55.0,151,,,,,0,17,17,57,,,,,,,,,,,,,,,,,,right,1,2.05091871961,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,150.0,61,,,,,0,18,18,79,,,,,,,,,,,,,,,,,,right,1,2.13384971902,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,35.0,5,,,,,0,19,19,60,,,,,,,,,,,,,,,,,,left,1,11.2982584835,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,10,0,151.0,11,,,,,0,20,20,9,,,,,,,,,,,,,,,,,,left,1,2.01668006636,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,5,0,151.0,4,,,,,0,21,21,34,,,,,,,,,,,,,,,,,,right,1,1.50087235187,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,125.0,31,,,,,0,22,22,73,,,,,,,,,,,,,,,,,,right,1,2.26705943921,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,150.0,89,,,,,0,23,23,84,,,,,,,,,,,,,,,,,,right,1,1.9830891228,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,10,0,19.0,11,,,,,0,24,24,5,,,,,,,,,,,,,,,,,,right,0,5.53284813371,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,10,0,110.0,60,,,,,0,25,25,18,,,,,,,,,,,,,,,,,,left,1,1.50083379768,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,75.0,10,,,,,0,26,26,67,,,,,,,,,,,,,,,,,,right,1,1.8004673791,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,10,0,20.0,5,,,,,0,27,27,0,,,,,,,,,,,,,,,,,,left,1,2.03365674266,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,5,0,104.0,90,,,,,0,28,28,53,,,,,,,,,,,,,,,,,,left,1,0.933488955023,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,10,0,150.0,5,,,,,0,29,29,4,,,,,,,,,,,,,,,,,,right,1,1.48319758842,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,10,0,111.0,10,,,,,0,30,30,8,,,,,,,,,,,,,,,,,,right,1,2.46670001169,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,10,0,111.0,30,,,,,0,31,31,13,,,,,,,,,,,,,,,,,,left,1,3.41671533056,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,55.0,90,,,,,0,32,32,81,,,,,,,,,,,,,,,,,,right,1,2.23228925274,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,150.0,29,,,,,0,33,33,74,,,,,,,,,,,,,,,,,,right,1,1.84999095264,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,75.0,31,,,,,0,34,34,72,,,,,,,,,,,,,,,,,,None,0,,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,5,0,35.0,31,,,,,0,35,35,41,,,,,,,,,,,,,,,,,,left,1,1.71648205229,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,150.0,4,,,,,0,36,36,64,,,,,,,,,,,,,,,,,,left,1,5.11609579111,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,125.0,4,,,,,0,37,37,63,,,,,,,,,,,,,,,,,,right,1,0.983720896766,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,5,0,104.0,5,,,,,0,38,38,33,,,,,,,,,,,,,,,,,,right,1,1.08362291782,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,25,0,75.0,5,,,,,0,39,39,62,,,,,,,,,,,,,,,,,,right,1,1.88476730773,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
,,,10,0,109.0,5,,,,,0,40,40,3,,,,,,,,,,,,,,,,,,left,1,1.98344484909,,,001,3.0.3,60.02061039607469,ninosDelConv2,2019_Aug_10_0902,142,
