ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,Unnamed: 41
,,,,,,,,,,,,,,,space,5.36608864486,,,,,,,,,,,,,,,,,,,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,,,,,,,,,,,,,,,space,13.6810323069,,,,,,,,,,,,,,,,,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,,,,,,,,,,,,,,,,,space,13.5308282009,,,,,,,,,,,,,,,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,,,,,,,,,,,,,,,,,,,space,3.03292632085,,,,,,,,,,,,,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,,,,,,,,,,,,,,,,,,,,,left,10.1483596727,,,,,,,,,,,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,,,,,,,,,,,,,,,,,,,,,,,space,2.68311269189,,,,,,,,,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
10.0,109.0,9.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,right,1.0,3.64949342342,,,,,,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
25.0,35.0,150.0,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,right,0.0,2.16608586896,,,,,,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
10.0,19.0,89.0,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,right,0.0,3.23298153048,,,,,,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,90.6664757805,,,,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,25.0,0.0,150.0,9.0,,,,,0.0,0.0,0.0,69.0,,,,,,,,,,,,,,,,,,right,1.0,2.63330579706,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,5.0,0.0,36.0,61.0,,,,,0.0,1.0,1.0,46.0,,,,,,,,,,,,,,,,,,right,1.0,6.06565781445,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,5.0,0.0,56.0,29.0,,,,,0.0,2.0,2.0,42.0,,,,,,,,,,,,,,,,,,left,1.0,1.74997853816,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,10.0,0.0,40.0,10.0,,,,,0.0,3.0,3.0,6.0,,,,,,,,,,,,,,,,,,left,1.0,1.71672167924,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,10.0,0.0,19.0,11.0,,,,,0.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,right,0.0,3.06644123593,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,10.0,0.0,40.0,91.0,,,,,0.0,5.0,5.0,21.0,,,,,,,,,,,,,,,,,,right,1.0,7.4824904784,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,10.0,0.0,109.0,5.0,,,,,0.0,6.0,6.0,3.0,,,,,,,,,,,,,,,,,,left,1.0,0.966910209308,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,25.0,0.0,150.0,150.0,,,,,0.0,7.0,7.0,89.0,,,,,,,,,,,,,,,,,,left,0.0,1.83314253285,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,25.0,0.0,125.0,9.0,,,,,0.0,8.0,8.0,68.0,,,,,,,,,,,,,,,,,,left,1.0,1.54983902333,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,10.0,0.0,111.0,30.0,,,,,0.0,9.0,9.0,13.0,,,,,,,,,,,,,,,,,,right,1.0,3.14969364827,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,10.0,0.0,149.0,61.0,,,,,0.0,10.0,10.0,19.0,,,,,,,,,,,,,,,,,,right,1.0,1.44931124194,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,10.0,0.0,60.0,29.0,,,,,0.0,11.0,11.0,12.0,,,,,,,,,,,,,,,,,,right,1.0,18.1635161025,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,10.0,0.0,110.0,90.0,,,,,0.0,12.0,12.0,23.0,,,,,,,,,,,,,,,,,,right,1.0,9.51510939371,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,25.0,0.0,55.0,151.0,,,,,0.0,13.0,13.0,86.0,,,,,,,,,,,,,,,,,,left,0.0,4.13294621483,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,25.0,0.0,55.0,90.0,,,,,0.0,14.0,14.0,81.0,,,,,,,,,,,,,,,,,,right,0.0,8.59861369353,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,10.0,0.0,20.0,59.0,,,,,0.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,right,0.0,2.88326711434,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,5.0,0.0,105.0,60.0,,,,,0.0,16.0,16.0,48.0,,,,,,,,,,,,,,,,,,right,1.0,3.88315505011,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,5.0,0.0,15.0,91.0,,,,,0.0,17.0,17.0,50.0,,,,,,,,,,,,,,,,,,left,0.0,5.88245696194,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,5.0,0.0,14.0,149.0,,,,,0.0,18.0,18.0,55.0,,,,,,,,,,,,,,,,,,left,0.0,1.93326523804,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,10.0,0.0,20.0,90.0,,,,,0.0,19.0,19.0,20.0,,,,,,,,,,,,,,,,,,left,0.0,1.86668726318,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,25.0,0.0,150.0,89.0,,,,,0.0,20.0,20.0,84.0,,,,,,,,,,,,,,,,,,left,1.0,1.53344577454,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,10.0,0.0,21.0,31.0,,,,,0.0,21.0,21.0,10.0,,,,,,,,,,,,,,,,,,right,0.0,3.19971696071,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,25.0,0.0,75.0,151.0,,,,,0.0,22.0,22.0,87.0,,,,,,,,,,,,,,,,,,left,0.0,3.54952750534,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,10.0,0.0,39.0,29.0,,,,,0.0,23.0,23.0,11.0,,,,,,,,,,,,,,,,,,right,1.0,6.11577108671,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,25.0,0.0,35.0,150.0,,,,,0.0,24.0,24.0,85.0,,,,,,,,,,,,,,,,,,right,0.0,1.66664387685,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,5.0,0.0,149.0,59.0,,,,,0.0,25.0,25.0,49.0,,,,,,,,,,,,,,,,,,left,1.0,1.63360909016,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,25.0,0.0,35.0,90.0,,,,,0.0,26.0,26.0,80.0,,,,,,,,,,,,,,,,,,left,0.0,1.45000933012,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,25.0,0.0,125.0,4.0,,,,,0.0,27.0,27.0,63.0,,,,,,,,,,,,,,,,,,left,1.0,1.80006867789,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,25.0,0.0,35.0,5.0,,,,,0.0,28.0,28.0,60.0,,,,,,,,,,,,,,,,,,left,0.0,2.36648652428,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,25.0,0.0,150.0,4.0,,,,,0.0,29.0,29.0,64.0,,,,,,,,,,,,,,,,,,left,1.0,2.93306681238,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,10.0,0.0,151.0,11.0,,,,,0.0,30.0,30.0,9.0,,,,,,,,,,,,,,,,,,left,1.0,4.08294757707,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
,,,5.0,0.0,106.0,29.0,,,,,0.0,31.0,31.0,43.0,,,,,,,,,,,,,,,,,,left,1.0,1.96648097247,1,3.0.3,60.1882087220154,ninosDelConv2,2019_Aug_10_0818,228,
