ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,Unnamed: 41
,,,,,,,,,,,,,,,space,12.9988104738,,,,,,,,,,,,,,,,,,,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
,,,,,,,,,,,,,,,,,space,7.23252556287,,,,,,,,,,,,,,,,,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
,,,,,,,,,,,,,,,,,,,space,7.39979016222,,,,,,,,,,,,,,,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
,,,,,,,,,,,,,,,,,,,,,space,5.36680369638,,,,,,,,,,,,,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
,,,,,,,,,,,,,,,,,,,,,,,right,8.13231546804,,,,,,,,,,,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
,,,,,,,,,,,,,,,,,,,,,,,,,space,1.20090083219,,,,,,,,,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
10.0,19.0,89.0,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,left,0.0,2.98470271938,,,,,,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
10.0,109.0,9.0,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,left,1.0,4.1673139492,,,,,,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
25.0,35.0,150.0,,,,,0.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,left,0.0,6.11612681299,,,,,,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,51.4093063688,,,,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
,,,5.0,0.0,150.0,90.0,,,,,0.0,0.0,0.0,54.0,,,,,,,,,,,,,,,,,,left,1.0,7.73346911278,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
,,,10.0,0.0,61.0,4.0,,,,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,right,1.0,3.46764865052,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
,,,10.0,0.0,39.0,59.0,,,,,0.0,2.0,2.0,16.0,,,,,,,,,,,,,,,,,,left,0.0,4.59953591041,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
,,,10.0,0.0,21.0,31.0,,,,,0.0,3.0,3.0,10.0,,,,,,,,,,,,,,,,,,right,0.0,4.26689792331,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
,,,5.0,0.0,56.0,60.0,,,,,0.0,4.0,4.0,47.0,,,,,,,,,,,,,,,,,,left,1.0,2.41639160458,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
,,,5.0,0.0,56.0,29.0,,,,,0.0,5.0,5.0,42.0,,,,,,,,,,,,,,,,,,left,1.0,2.68431095686,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
,,,5.0,0.0,35.0,89.0,,,,,0.0,6.0,6.0,51.0,,,,,,,,,,,,,,,,,,left,0.0,10.7326353136,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
,,,25.0,0.0,125.0,9.0,,,,,0.0,7.0,7.0,68.0,,,,,,,,,,,,,,,,,,right,1.0,1.96783705242,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
,,,5.0,0.0,14.0,31.0,,,,,0.0,8.0,8.0,40.0,,,,,,,,,,,,,,,,,,left,0.0,5.58283782564,1,3.0.3,60.01885134508259,ninosDelConv2,2019_Aug_10_0906,222,
