ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro1.started,intro1.stopped,key1.keys,key1.rt,key1.started,key1.stopped,intro2.started,intro2.stopped,key2.keys,key2.rt,key2.started,key2.stopped,intro2_2.started,intro2_2.stopped,key2_2.keys,key2_2.rt,key2_2.started,key2_2.stopped,Intro2_3.started,Intro2_3.stopped,key2_3.keys,key2_3.rt,key2_3.started,key2_3.stopped,key3.keys,key3.rt,key3.started,key3.stopped,intro3.started,intro3.stopped,ss_am.started,ss_am.stopped,ss_del.started,ss_del.stopped,ll_am.started,ll_am.stopped,ll_del.started,ll_del.stopped,Intro4.started,Intro4.stopped,key4.keys,key4.rt,key4.started,key4.stopped,pregunta.started,pregunta.stopped,ssAm_P.started,ssAm_P.stopped,ssDel_P.started,ssDel_P.stopped,llAm_P.started,llAm_P.stopped,llDel_P.started,llDel_P.stopped,respP.keys,respP.corr,respP.rt,respP.started,respP.stopped,feedbackP.started,feedbackP.stopped,comienzo.started,comienzo.stopped,key5.keys,key5.rt,key5.started,key5.stopped,preguntaT.started,preguntaT.stopped,ssAm_T.started,ssAm_T.stopped,ssDel_T.started,ssDel_T.stopped,llAm_T.started,llAm_T.stopped,llDel_T.started,llDel_T.stopped,respT.keys,respT.corr,respT.rt,respT.started,respT.stopped,textfbT.started,textfbT.stopped,Gracias.started,Gracias.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,session,participant,date,expName,psychopyVersion,frameRate,Unnamed: 111
,,,,,,,,,,,,,,,23.38588479999453,None,space,4.020986299961805,23.84655080002267,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130,2019_Aug_24_0805,ninosDelConv2,3.1.5,60.2818538627399,
,,,,,,,,,,,,,,,,,,,,,27.89614110009279,None,space,22.325363100040704,28.41245050006546,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130,2019_Aug_24_0805,ninosDelConv2,3.1.5,60.2818538627399,
,,,,,,,,,,,,,,,,,,,,,,,,,,,50.75904610008001,None,space,4.886081599979661,51.27474140003324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130,2019_Aug_24_0805,ninosDelConv2,3.1.5,60.2818538627399,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.19049549999181,None,space,2.020275199902244,56.70717130007688,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130,2019_Aug_24_0805,ninosDelConv2,3.1.5,60.2818538627399,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.620371800032444,59.273761600023136,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130,2019_Aug_24_0805,ninosDelConv2,3.1.5,60.2818538627399,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.75824850006029,None,58.75824850006029,None,58.75824850006029,None,58.75824850006029,None,58.75824850006029,None,62.92376130004413,None,space,1.6344889999600127,63.43920780008193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130,2019_Aug_24_0805,ninosDelConv2,3.1.5,60.2818538627399,
10.0,19.0,89.0,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.37914780003484,None,65.37914780003484,None,65.37914780003484,None,65.37914780003484,None,65.37914780003484,None,right,0.0,4.170048699947074,65.87220640003216,None,70.07875009998679,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130,2019_Aug_24_0805,ninosDelConv2,3.1.5,60.2818538627399,
10.0,109.0,9.0,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.07064270006958,None,73.07064270006958,None,73.07064270006958,None,73.07064270006958,None,73.07064270006958,None,left,1.0,1.687659200048074,73.58731810003519,None,75.30427010008134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130,2019_Aug_24_0805,ninosDelConv2,3.1.5,60.2818538627399,
25.0,35.0,150.0,,,,,0.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.30974860000424,None,78.30974860000424,None,78.30974860000424,None,78.30974860000424,None,78.30974860000424,None,left,0.0,2.5966611000476405,78.82063040009234,None,81.43572020006832,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130,2019_Aug_24_0805,ninosDelConv2,3.1.5,60.2818538627399,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.43509550008457,None,g,115.4727053999668,84.9516953000566,None,,,,,,,,,,,,,,,,,,,,,,,,1,130,2019_Aug_24_0805,ninosDelConv2,3.1.5,60.2818538627399,
