ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro1.started,intro1.stopped,key1.keys,key1.rt,key1.started,key1.stopped,intro2.started,intro2.stopped,key2.keys,key2.rt,key2.started,key2.stopped,intro2_2.started,intro2_2.stopped,key2_2.keys,key2_2.rt,key2_2.started,key2_2.stopped,Intro2_3.started,Intro2_3.stopped,key2_3.keys,key2_3.rt,key2_3.started,key2_3.stopped,key3.keys,key3.rt,key3.started,key3.stopped,intro3.started,intro3.stopped,ss_am.started,ss_am.stopped,ss_del.started,ss_del.stopped,ll_am.started,ll_am.stopped,ll_del.started,ll_del.stopped,Intro4.started,Intro4.stopped,key4.keys,key4.rt,key4.started,key4.stopped,pregunta.started,pregunta.stopped,ssAm_P.started,ssAm_P.stopped,ssDel_P.started,ssDel_P.stopped,llAm_P.started,llAm_P.stopped,llDel_P.started,llDel_P.stopped,respP.keys,respP.corr,respP.rt,respP.started,respP.stopped,feedbackP.started,feedbackP.stopped,comienzo.started,comienzo.stopped,key5.keys,key5.rt,key5.started,key5.stopped,preguntaT.started,preguntaT.stopped,ssAm_T.started,ssAm_T.stopped,ssDel_T.started,ssDel_T.stopped,llAm_T.started,llAm_T.stopped,llDel_T.started,llDel_T.stopped,respT.keys,respT.corr,respT.rt,respT.started,respT.stopped,textfbT.started,textfbT.stopped,Gracias.started,Gracias.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,session,participant,date,expName,psychopyVersion,frameRate,Unnamed: 111
,,,25.0,0.0,75.0,31.0,,,,,0.0,3.0,3.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.31139339999936,None,193.31139339999936,None,193.31139339999936,None,193.31139339999936,None,193.31139339999936,None,left,1.0,2.698925699995016,193.809354099998,None,196.5263791000034,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,10.0,0.0,40.0,91.0,,,,,0.0,4.0,4.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.5460521000059,None,199.5460521000059,None,199.5460521000059,None,199.5460521000059,None,199.5460521000059,None,left,0.0,3.026161299989326,200.04030860000057,None,203.0991326000076,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,10.0,0.0,19.0,11.0,,,,,0.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.10744599999447,None,206.10744599999447,None,206.10744599999447,None,206.10744599999447,None,206.10744599999447,None,left,1.0,2.653324500002782,206.6057719999953,None,209.2954071999993,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,25.0,0.0,150.0,4.0,,,,,0.0,6.0,6.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.3078017999942,None,212.3078017999942,None,212.3078017999942,None,212.3078017999942,None,212.3078017999942,None,right,1.0,1.9125771999970311,212.80517409999447,None,214.7382575999945,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,10.0,0.0,61.0,89.0,,,,,0.0,7.0,7.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.75761980000243,None,217.75761980000243,None,217.75761980000243,None,217.75761980000243,None,217.75761980000243,None,left,1.0,4.939457199987373,218.2546594000014,None,223.2197959000041,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,5.0,0.0,151.0,150.0,,,,,0.0,8.0,8.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.23997470000177,None,226.23997470000177,None,226.23997470000177,None,226.23997470000177,None,226.23997470000177,None,right,1.0,2.651159600005485,226.73650260000431,None,229.41766809999532,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,25.0,0.0,55.0,11.0,,,,,0.0,9.0,9.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.44067680000444,None,232.44067680000444,None,232.44067680000444,None,232.44067680000444,None,232.44067680000444,None,right,1.0,2.4006777000031434,232.93500919999497,None,235.3511334000068,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,25.0,0.0,150.0,150.0,,,,,0.0,10.0,10.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.36781419999895,None,238.36781419999895,None,238.36781419999895,None,238.36781419999895,None,238.36781419999895,None,right,1.0,2.0666109999874607,238.8667760999961,None,240.9506497999973,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,10.0,0.0,20.0,59.0,,,,,0.0,11.0,11.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.97220030000608,None,243.97220030000608,None,243.97220030000608,None,243.97220030000608,None,243.97220030000608,None,right,0.0,2.4007139000023017,244.466142499994,None,246.8919961000065,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,10.0,0.0,59.0,9.0,,,,,0.0,12.0,12.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.8861426000076,None,249.8861426000076,None,249.8861426000076,None,249.8861426000076,None,249.8861426000076,None,left,1.0,2.417851399994106,250.39798930000688,None,252.8370508999942,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,5.0,0.0,15.0,61.0,,,,,0.0,13.0,13.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.85203740000725,None,255.85203740000725,None,255.85203740000725,None,255.85203740000725,None,255.85203740000725,None,left,0.0,1.4959334000013769,256.34732280000753,None,257.8711173000047,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,10.0,0.0,39.0,59.0,,,,,0.0,14.0,14.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.8846978000074,None,260.8846978000074,None,260.8846978000074,None,260.8846978000074,None,260.8846978000074,None,left,0.0,1.927093899997999,261.37965790000453,None,263.3301475000044,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,25.0,0.0,55.0,30.0,,,,,0.0,15.0,15.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.35172580000653,None,266.35172580000653,None,266.35172580000653,None,266.35172580000653,None,266.35172580000653,None,right,1.0,2.3357786999986274,266.8442398000043,None,269.2020418000029,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,10.0,0.0,60.0,29.0,,,,,0.0,16.0,16.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.2124951000005,None,272.2124951000005,None,272.2124951000005,None,272.2124951000005,None,272.2124951000005,None,left,1.0,2.5155860999948345,272.71112469999935,None,275.2432647999958,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,5.0,0.0,104.0,5.0,,,,,0.0,17.0,17.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.2658961999987,None,278.2658961999987,None,278.2658961999987,None,278.2658961999987,None,278.2658961999987,None,right,1.0,2.344860500001232,278.76003279999713,None,281.1248501000082,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,5.0,0.0,56.0,89.0,,,,,0.0,18.0,18.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.1427896999958,None,284.1427896999958,None,284.1427896999958,None,284.1427896999958,None,284.1427896999958,None,right,1.0,3.4680657999997493,284.64135800000804,None,288.1409204000083,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,10.0,0.0,110.0,60.0,,,,,0.0,19.0,19.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.1596340999968,None,291.1596340999968,None,291.1596340999968,None,291.1596340999968,None,291.1596340999968,None,right,1.0,4.087478600005852,291.65696380000736,None,295.77412270000787,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,25.0,0.0,75.0,10.0,,,,,0.0,20.0,20.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.7930172000051,None,298.7930172000051,None,298.7930172000051,None,298.7930172000051,None,298.7930172000051,None,right,1.0,1.7693568999966374,299.2882283000072,None,301.08857459999854,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,5.0,0.0,150.0,30.0,,,,,0.0,21.0,21.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.10973860000377,None,304.10973860000377,None,304.10973860000377,None,304.10973860000377,None,304.10973860000377,None,right,1.0,1.6547913000104018,304.60490580000624,None,306.2869675999973,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,10.0,0.0,39.0,29.0,,,,,0.0,22.0,22.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.3006454999995,None,309.3006454999995,None,309.3006454999995,None,309.3006454999995,None,309.3006454999995,None,right,1.0,2.765961299999617,309.8036742999975,None,312.58720860000176,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,25.0,0.0,75.0,59.0,,,,,0.0,23.0,23.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.60865550000744,None,315.60865550000744,None,315.60865550000744,None,315.60865550000744,None,315.60865550000744,None,right,1.0,2.445124800011399,316.1028587000037,None,318.5692485000036,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,25.0,0.0,150.0,9.0,,,,,0.0,24.0,24.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.5836871000065,None,321.5836871000065,None,321.5836871000065,None,321.5836871000065,None,321.5836871000065,None,left,1.0,2.3731168000085745,322.0850617999968,None,324.48401719999674,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,10.0,0.0,10.01,150.0,,,,,0.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.5053341000021,None,327.5053341000021,None,327.5053341000021,None,327.5053341000021,None,327.5053341000021,None,left,1.0,1.6984779999911552,328.0008431000024,None,329.7161849999975,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,5.0,0.0,104.0,10.0,,,,,0.0,26.0,26.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.73497099999804,None,332.73497099999804,None,332.73497099999804,None,332.73497099999804,None,332.73497099999804,None,right,1.0,1.9079415000014703,333.2325592999987,None,335.1653915000061,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,25.0,0.0,35.0,5.0,,,,,0.0,27.0,27.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.181356999994,None,338.181356999994,None,338.181356999994,None,338.181356999994,None,338.181356999994,None,left,0.0,3.1738537000055658,338.68188299999747,None,341.8897330000036,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,5.0,0.0,36.0,61.0,,,,,0.0,28.0,28.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.8996413999994,None,344.8996413999994,None,344.8996413999994,None,344.8996413999994,None,344.8996413999994,None,left,1.0,1.4579128000041237,345.3971178000065,None,346.88651749999553,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,10.0,0.0,150.0,30.0,,,,,0.0,29.0,29.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.89964150000014,None,349.89964150000014,None,349.89964150000014,None,349.89964150000014,None,349.89964150000014,None,left,1.0,1.2296867999975802,350.39599750000343,None,351.6448055000073,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,5.0,0.0,16.0,4.0,,,,,0.0,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.6642124000064,None,354.6642124000064,None,354.6642124000064,None,354.6642124000064,None,354.6642124000064,None,right,1.0,2.684200399991824,355.16125819999434,None,357.86092700000154,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,25.0,0.0,125.0,4.0,,,,,0.0,31.0,31.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.8770742000052,None,360.8770742000052,None,360.8770742000052,None,360.8770742000052,None,360.8770742000052,None,right,1.0,1.3798016999935498,361.3772095000022,None,362.77703130000737,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,25.0,0.0,75.0,5.0,,,,,0.0,32.0,32.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.7928385999985,None,365.7928385999985,None,365.7928385999985,None,365.7928385999985,None,365.7928385999985,None,right,1.0,1.2621284000051674,366.2928763999953,None,367.57586959999753,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,10.0,0.0,151.0,151.0,,,,,0.0,33.0,33.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.5984954000014,None,370.5984954000014,None,370.5984954000014,None,370.5984954000014,None,370.5984954000014,None,left,1.0,1.722474700000021,371.0922161000053,None,372.84133749999455,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,5.0,0.0,105.0,60.0,,,,,0.0,34.0,34.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.86228349999874,None,375.86228349999874,None,375.86228349999874,None,375.86228349999874,None,375.86228349999874,None,right,1.0,2.916143499998725,376.3576121000078,None,379.29046980000567,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,25.0,0.0,55.0,151.0,,,,,0.0,35.0,35.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.302486200002,None,382.302486200002,None,382.302486200002,None,382.302486200002,None,382.302486200002,None,left,0.0,2.5486741999920923,382.8066952000081,None,385.3803748000064,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,5.0,0.0,56.0,60.0,,,,,0.0,36.0,36.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.3937444000039,None,388.3937444000039,None,388.3937444000039,None,388.3937444000039,None,388.3937444000039,None,left,1.0,3.3878476999962004,388.88802070000384,None,392.3123833999998,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,5.0,0.0,104.0,90.0,,,,,0.0,37.0,37.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.3227812999976,None,395.3227812999976,None,395.3227812999976,None,395.3227812999976,None,395.3227812999976,None,right,1.0,2.4919141000136733,395.820440800002,None,398.33673609999823,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,5.0,0.0,54.0,5.0,,,,,0.0,38.0,38.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.3537484999979,None,401.3537484999979,None,401.3537484999979,None,401.3537484999979,None,401.3537484999979,None,right,1.0,2.228031199992984,401.85327730000427,None,404.10244129999774,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,25.0,0.0,125.0,149.0,,,,,0.0,39.0,39.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.1236759000021,None,407.1236759000021,None,407.1236759000021,None,407.1236759000021,None,407.1236759000021,None,left,1.0,3.042757499992149,407.6183419000008,None,410.683666500001,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,10.0,0.0,21.0,31.0,,,,,0.0,40.0,40.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.7030436000059,None,413.7030436000059,None,413.7030436000059,None,413.7030436000059,None,413.7030436000059,None,left,0.0,2.5859939999936614,414.19962870000745,None,416.8258507999999,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,5.0,0.0,15.0,91.0,,,,,0.0,41.0,41.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.8369848000002,None,419.8369848000002,None,419.8369848000002,None,419.8369848000002,None,419.8369848000002,None,right,0.0,2.108336200006306,420.3319138000079,None,422.4654535000009,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,25.0,0.0,35.0,150.0,,,,,0.0,42.0,42.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.4886642000056,None,425.4886642000056,None,425.4886642000056,None,425.4886642000056,None,425.4886642000056,None,left,0.0,2.9496093000052497,425.9807877999992,None,428.9470566999953,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
,,,25.0,0.0,55.0,60.0,,,,,0.0,43.0,43.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.9516656000051,None,431.9516656000051,None,431.9516656000051,None,431.9516656000051,None,431.9516656000051,None,right,1.0,3.808384899995872,432.4634355000017,None,436.30299589999777,None,,,,,,,1,225,2019_Aug_10_0910,ninosDelConv2,3.1.5,59.6760188927364,
