ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,Unnamed: 41
,,,,,,,,,,,,,,,space,5.73188362585,,,,,,,,,,,,,,,,,,,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,,,,,,,,,,,,,,,space,24.5455659555,,,,,,,,,,,,,,,,,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,,,,,,,,,,,,,,,,,space,20.3798732543,,,,,,,,,,,,,,,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,,,,,,,,,,,,,,,,,,,space,4.21620850544,,,,,,,,,,,,,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,,,,,,,,,,,,,,,,,,,,,right,3.06625363952,,,,,,,,,,,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,,,,,,,,,,,,,,,,,,,,,,,space,3.24972703611,,,,,,,,,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
10.0,109.0,9.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,right,1.0,4.38284964056,,,,,,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
25.0,35.0,150.0,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,left,0.0,2.83299182856,,,,,,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
10.0,19.0,89.0,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,right,0.0,3.5829100936,,,,,,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,26.1956781226,,,,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,10.0,0.0,111.0,10.0,,,,,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,right,1.0,4.03257009666,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,5.0,0.0,105.0,60.0,,,,,0.0,1.0,1.0,48.0,,,,,,,,,,,,,,,,,,right,1.0,4.84942261188,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,10.0,0.0,61.0,150.0,,,,,0.0,2.0,2.0,27.0,,,,,,,,,,,,,,,,,,right,0.0,4.59938611381,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,25.0,0.0,55.0,11.0,,,,,0.0,3.0,3.0,66.0,,,,,,,,,,,,,,,,,,left,0.0,5.98260381888,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,5.0,0.0,56.0,9.0,,,,,0.0,4.0,4.0,37.0,,,,,,,,,,,,,,,,,,left,1.0,1.716678867,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,10.0,0.0,39.0,59.0,,,,,0.0,5.0,5.0,16.0,,,,,,,,,,,,,,,,,,left,0.0,4.33259394893,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,25.0,0.0,55.0,90.0,,,,,0.0,6.0,6.0,81.0,,,,,,,,,,,,,,,,,,right,0.0,3.74951061839,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,25.0,0.0,125.0,89.0,,,,,0.0,7.0,7.0,83.0,,,,,,,,,,,,,,,,,,left,0.0,3.24960057822,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,10.0,0.0,109.0,5.0,,,,,0.0,8.0,8.0,3.0,,,,,,,,,,,,,,,,,,right,1.0,1.61656844767,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
,,,10.0,0.0,60.0,60.0,,,,,0.0,9.0,9.0,17.0,,,,,,,,,,,,,,,,,,left,0.0,1.41667711921,1,3.0.3,59.978109191993056,ninosDelConv2,2019_Aug_10_0843,207,
