ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,Unnamed: 41
,,,,,,,,,,,,,,,space,5.34936742857,,,,,,,,,,,,,,,,,,,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,,,,,,,,,,,,,,,space,33.2105758814,,,,,,,,,,,,,,,,,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,,,,,,,,,,,,,,,,,space,30.9445025041,,,,,,,,,,,,,,,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,,,,,,,,,,,,,,,,,,,space,4.21649832185,,,,,,,,,,,,,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,,,,,,,,,,,,,,,,,,,,,left,4.91569891293,,,,,,,,,,,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,,,,,,,,,,,,,,,,,,,,,,,space,2.51647781068,,,,,,,,,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
25.0,35.0,150.0,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,left,0.0,3.8328716252,,,,,,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
10.0,109.0,9.0,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,left,1.0,2.54892965779,,,,,,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
10.0,19.0,89.0,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,right,0.0,4.6153477612,,,,,,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,81.6015962469,,,,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,5.0,0.0,106.0,29.0,,,,,0.0,0.0,0.0,43.0,,,,,,,,,,,,,,,,,,right,1.0,2.9496440934,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,5.0,0.0,14.0,31.0,,,,,0.0,1.0,1.0,40.0,,,,,,,,,,,,,,,,,,left,0.0,1.6666341098,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,10.0,0.0,109.0,149.0,,,,,0.0,2.0,2.0,28.0,,,,,,,,,,,,,,,,,,left,0.0,3.36632870883,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,25.0,0.0,75.0,5.0,,,,,0.0,3.0,3.0,62.0,,,,,,,,,,,,,,,,,,right,1.0,2.4668107396,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,25.0,0.0,55.0,6.0,,,,,0.0,4.0,4.0,61.0,,,,,,,,,,,,,,,,,,right,1.0,1.70004621334,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,10.0,0.0,59.0,9.0,,,,,0.0,5.0,5.0,7.0,,,,,,,,,,,,,,,,,,left,1.0,2.01612028526,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,5.0,0.0,106.0,152.0,,,,,0.0,6.0,6.0,58.0,,,,,,,,,,,,,,,,,,left,1.0,6.03252689913,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,25.0,0.0,125.0,59.0,,,,,0.0,7.0,7.0,78.0,,,,,,,,,,,,,,,,,,left,0.0,3.04935452528,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,10.0,0.0,39.0,6.0,,,,,0.0,8.0,8.0,1.0,,,,,,,,,,,,,,,,,,right,0.0,5.54931108747,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,10.0,0.0,21.0,31.0,,,,,0.0,9.0,9.0,10.0,,,,,,,,,,,,,,,,,,left,0.0,2.16659375653,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,25.0,0.0,150.0,150.0,,,,,0.0,10.0,10.0,89.0,,,,,,,,,,,,,,,,,,left,0.0,2.86554554477,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,5.0,0.0,105.0,60.0,,,,,0.0,11.0,11.0,48.0,,,,,,,,,,,,,,,,,,right,1.0,3.93349450734,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,5.0,0.0,104.0,90.0,,,,,0.0,12.0,12.0,53.0,,,,,,,,,,,,,,,,,,right,1.0,3.01699983515,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,5.0,0.0,149.0,10.0,,,,,0.0,13.0,13.0,39.0,,,,,,,,,,,,,,,,,,right,1.0,1.43265171209,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,5.0,0.0,56.0,29.0,,,,,0.0,14.0,14.0,42.0,,,,,,,,,,,,,,,,,,right,1.0,2.53388477862,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,5.0,0.0,56.0,9.0,,,,,0.0,15.0,15.0,37.0,,,,,,,,,,,,,,,,,,left,1.0,6.96466172766,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,25.0,0.0,125.0,31.0,,,,,0.0,16.0,16.0,73.0,,,,,,,,,,,,,,,,,,right,0.0,3.84949928336,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,10.0,0.0,40.0,10.0,,,,,0.0,17.0,17.0,6.0,,,,,,,,,,,,,,,,,,right,1.0,6.54891012376,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,10.0,0.0,60.0,60.0,,,,,0.0,18.0,18.0,17.0,,,,,,,,,,,,,,,,,,left,0.0,6.31549935648,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,25.0,0.0,75.0,59.0,,,,,0.0,19.0,19.0,77.0,,,,,,,,,,,,,,,,,,left,0.0,6.49909449043,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,5.0,0.0,14.0,149.0,,,,,0.0,20.0,20.0,55.0,,,,,,,,,,,,,,,,,,left,0.0,4.23221353069,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,10.0,0.0,149.0,61.0,,,,,0.0,21.0,21.0,19.0,,,,,,,,,,,,,,,,,,left,0.0,4.18241383275,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,5.0,0.0,149.0,59.0,,,,,0.0,22.0,22.0,49.0,,,,,,,,,,,,,,,,,,right,1.0,3.28340940503,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,10.0,0.0,19.0,11.0,,,,,0.0,23.0,23.0,5.0,,,,,,,,,,,,,,,,,,right,1.0,1.5008746665,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,10.0,0.0,61.0,89.0,,,,,0.0,24.0,24.0,22.0,,,,,,,,,,,,,,,,,,right,0.0,5.21589379199,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,10.0,0.0,20.0,90.0,,,,,0.0,25.0,25.0,20.0,,,,,,,,,,,,,,,,,,right,0.0,1.94965900108,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,5.0,0.0,35.0,150.0,,,,,0.0,26.0,26.0,56.0,,,,,,,,,,,,,,,,,,left,0.0,4.84923557285,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,5.0,0.0,56.0,60.0,,,,,0.0,27.0,27.0,47.0,,,,,,,,,,,,,,,,,,right,0.0,7.3156427783,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,25.0,0.0,55.0,90.0,,,,,0.0,28.0,28.0,81.0,,,,,,,,,,,,,,,,,,left,0.0,5.64962862013,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,25.0,0.0,35.0,5.0,,,,,0.0,29.0,29.0,60.0,,,,,,,,,,,,,,,,,,right,0.0,3.16612647939,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,5.0,0.0,54.0,5.0,,,,,0.0,30.0,30.0,32.0,,,,,,,,,,,,,,,,,,left,1.0,1.56668412732,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,5.0,0.0,55.0,151.0,,,,,0.0,31.0,31.0,57.0,,,,,,,,,,,,,,,,,,left,1.0,4.29923359398,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
,,,10.0,0.0,111.0,10.0,,,,,0.0,32.0,32.0,8.0,,,,,,,,,,,,,,,,,,left,1.0,4.33350571338,1,3.0.3,59.95799005505612,ninosDelConv2,2019_May_09_0827,119,
