ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,2.96614524163,,,,,,,,,,,,,,,,,,,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,,,,,,,,,,,,,,,space,32.6449583871,,,,,,,,,,,,,,,,,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,,,,,,,,,,,,,,,,,space,11.1327222902,,,,,,,,,,,,,,,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,,,,,,,,,,,,,,,,,,,space,3.25061558373,,,,,,,,,,,,,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,,,,,,,,,,,,,,,,,,,,,right,4.56671892852,,,,,,,,,,,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,,,,,,,,,,,,,,,,,,,,,,,space,0.800390169956,,,,,,,,,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
10,109,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,right,1,3.71697827056,,,,,,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
10,19,89,,,,,0,1,1,2,,,,,,,,,,,,,,,,,left,0,3.2003346514,,,,,,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
25,35,150,,,,,0,2,2,1,,,,,,,,,,,,,,,,,left,0,4.41681428719,,,,,,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,17.5479980055,,,,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,15.0,61,,,,,0,0,0,45,,,,,,,,,,,,,,,,,,right,0,7.9647665415,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,60.0,60,,,,,0,1,1,17,,,,,,,,,,,,,,,,,,left,1,3.93434259854,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,20.0,90,,,,,0,2,2,20,,,,,,,,,,,,,,,,,,right,0,14.3163367277,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,149.0,61,,,,,0,3,3,19,,,,,,,,,,,,,,,,,,left,1,3.13255573623,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,125.0,9,,,,,0,4,4,68,,,,,,,,,,,,,,,,,,left,1,2.05036935024,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,75.0,5,,,,,0,5,5,62,,,,,,,,,,,,,,,,,,left,1,2.11666880827,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,109.0,149,,,,,0,6,6,28,,,,,,,,,,,,,,,,,,right,1,3.78440814093,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,35.0,150,,,,,0,7,7,85,,,,,,,,,,,,,,,,,,right,0,2.26687828638,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,150.0,29,,,,,0,8,8,74,,,,,,,,,,,,,,,,,,left,1,2.60049863532,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,36.0,9,,,,,0,9,9,36,,,,,,,,,,,,,,,,,,right,1,1.81517238915,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,19.0,11,,,,,0,10,10,5,,,,,,,,,,,,,,,,,,right,0,4.69930550922,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,150.0,30,,,,,0,11,11,14,,,,,,,,,,,,,,,,,,right,1,2.01731549203,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,56.0,60,,,,,0,12,12,47,,,,,,,,,,,,,,,,,,left,1,4.51662100106,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,55.0,151,,,,,0,13,13,57,,,,,,,,,,,,,,,,,,right,1,4.63404547423,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,149.0,10,,,,,0,14,14,39,,,,,,,,,,,,,,,,,,left,1,1.467397484,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,106.0,152,,,,,0,15,15,58,,,,,,,,,,,,,,,,,,right,1,2.71695256792,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,75.0,31,,,,,0,16,16,72,,,,,,,,,,,,,,,,,,left,0,2.53302815463,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,39.0,150,,,,,0,17,17,26,,,,,,,,,,,,,,,,,,left,0,1.64998689108,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,35.0,150,,,,,0,18,18,56,,,,,,,,,,,,,,,,,,left,0,4.18353218772,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,110.0,60,,,,,0,19,19,18,,,,,,,,,,,,,,,,,,right,1,1.69971007202,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,54.0,5,,,,,0,20,20,32,,,,,,,,,,,,,,,,,,right,1,2.33329854906,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,125.0,31,,,,,0,21,21,73,,,,,,,,,,,,,,,,,,right,1,2.00110470876,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,125.0,59,,,,,0,22,22,78,,,,,,,,,,,,,,,,,,left,1,2.81617737096,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,150.0,61,,,,,0,23,23,79,,,,,,,,,,,,,,,,,,left,1,1.18405498378,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,20.0,59,,,,,0,24,24,15,,,,,,,,,,,,,,,,,,right,0,3.48423130531,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,35.0,6,,,,,0,25,25,31,,,,,,,,,,,,,,,,,,right,1,1.65096514206,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,104.0,10,,,,,0,26,26,38,,,,,,,,,,,,,,,,,,left,1,3.48380772211,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,75.0,151,,,,,0,27,27,87,,,,,,,,,,,,,,,,,,left,1,2.30050428957,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,75.0,90,,,,,0,28,28,82,,,,,,,,,,,,,,,,,,left,1,1.11780436058,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,55.0,60,,,,,0,29,29,76,,,,,,,,,,,,,,,,,,left,1,2.05057034642,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,150.0,30,,,,,0,30,30,44,,,,,,,,,,,,,,,,,,left,1,2.35031434614,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,125.0,89,,,,,0,31,31,83,,,,,,,,,,,,,,,,,,right,1,6.64933301136,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,61.0,150,,,,,0,32,32,27,,,,,,,,,,,,,,,,,,left,1,3.66525592282,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,56.0,89,,,,,0,33,33,52,,,,,,,,,,,,,,,,,,right,0,4.00014496408,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,149.0,89,,,,,0,34,34,24,,,,,,,,,,,,,,,,,,right,1,2.13434054144,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,151.0,151,,,,,0,35,35,29,,,,,,,,,,,,,,,,,,left,1,1.48419069406,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,15.0,91,,,,,0,36,36,50,,,,,,,,,,,,,,,,,,right,0,1.99990695529,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,104.0,5,,,,,0,37,37,33,,,,,,,,,,,,,,,,,,left,1,1.65069577657,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,111.0,10,,,,,0,38,38,8,,,,,,,,,,,,,,,,,,left,1,1.61656085681,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,104.0,90,,,,,0,39,39,53,,,,,,,,,,,,,,,,,,left,1,1.64987893961,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,20.0,5,,,,,0,40,40,0,,,,,,,,,,,,,,,,,,right,1,1.78366687056,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,36.0,61,,,,,0,41,41,46,,,,,,,,,,,,,,,,,,right,0,2.6840071762,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,35.0,11,,,,,0,42,42,65,,,,,,,,,,,,,,,,,,right,0,1.93392004352,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,150.0,89,,,,,0,43,43,84,,,,,,,,,,,,,,,,,,left,0,2.58393623587,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,151.0,4,,,,,0,44,44,34,,,,,,,,,,,,,,,,,,left,1,1.68314921577,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,150.0,9,,,,,0,45,45,69,,,,,,,,,,,,,,,,,,left,1,1.05175010674,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,16.0,4,,,,,0,46,46,30,,,,,,,,,,,,,,,,,,left,1,1.30137355998,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,39.0,6,,,,,0,47,47,1,,,,,,,,,,,,,,,,,,right,1,1.28403442167,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,15.0,11,,,,,0,48,48,35,,,,,,,,,,,,,,,,,,right,1,1.04968976602,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,125.0,149,,,,,0,49,49,88,,,,,,,,,,,,,,,,,,left,0,3.73403416481,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,55.0,90,,,,,0,50,50,81,,,,,,,,,,,,,,,,,,left,0,2.05074923765,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,14.0,31,,,,,0,51,51,40,,,,,,,,,,,,,,,,,,right,0,1.63392569777,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,111.0,30,,,,,0,52,52,13,,,,,,,,,,,,,,,,,,left,1,0.951316243038,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,35.0,60,,,,,0,53,53,75,,,,,,,,,,,,,,,,,,right,1,2.2333504688,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,10.01,150,,,,,0,54,54,25,,,,,,,,,,,,,,,,,,right,0,2.00083996914,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,35.0,30,,,,,0,55,55,70,,,,,,,,,,,,,,,,,,right,1,1.25123193767,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,105.0,60,,,,,0,56,56,48,,,,,,,,,,,,,,,,,,right,1,1.29997943807,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,60.0,29,,,,,0,57,57,12,,,,,,,,,,,,,,,,,,left,1,2.79915077798,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,40.0,91,,,,,0,58,58,21,,,,,,,,,,,,,,,,,,right,0,2.38416653406,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,35.0,90,,,,,0,59,59,80,,,,,,,,,,,,,,,,,,right,0,1.38315898273,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,151.0,11,,,,,0,60,60,9,,,,,,,,,,,,,,,,,,left,1,1.33425161056,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,35.0,5,,,,,0,61,61,60,,,,,,,,,,,,,,,,,,left,1,1.56772185396,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,56.0,29,,,,,0,62,62,42,,,,,,,,,,,,,,,,,,right,1,2.31777557358,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,150.0,90,,,,,0,63,63,54,,,,,,,,,,,,,,,,,,left,1,1.73402953707,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,61.0,4,,,,,0,64,64,2,,,,,,,,,,,,,,,,,,right,1,1.516787556,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,21.0,31,,,,,0,65,65,10,,,,,,,,,,,,,,,,,,left,0,1.70072122198,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,106.0,29,,,,,0,66,66,43,,,,,,,,,,,,,,,,,,right,1,1.11620461568,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,39.0,59,,,,,0,67,67,16,,,,,,,,,,,,,,,,,,left,0,1.73356842902,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,55.0,30,,,,,0,68,68,71,,,,,,,,,,,,,,,,,,right,1,1.41625242215,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,110.0,90,,,,,0,69,69,23,,,,,,,,,,,,,,,,,,right,1,0.75020536501,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,75.0,59,,,,,0,70,70,77,,,,,,,,,,,,,,,,,,right,1,2.10062406491,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,40.0,10,,,,,0,71,71,6,,,,,,,,,,,,,,,,,,right,1,1.20086618606,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,150.0,4,,,,,0,72,72,64,,,,,,,,,,,,,,,,,,right,1,1.06799893081,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,125.0,4,,,,,0,73,73,63,,,,,,,,,,,,,,,,,,left,1,0.851288997568,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,55.0,11,,,,,0,74,74,66,,,,,,,,,,,,,,,,,,right,1,1.5506356312,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,59.0,9,,,,,0,75,75,7,,,,,,,,,,,,,,,,,,right,1,2.26691735536,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,151.0,150,,,,,0,76,76,59,,,,,,,,,,,,,,,,,,left,1,3.349785381,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,35.0,31,,,,,0,77,77,41,,,,,,,,,,,,,,,,,,right,1,2.58382982574,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,35.0,89,,,,,0,78,78,51,,,,,,,,,,,,,,,,,,right,0,1.58553752396,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,10,0,109.0,5,,,,,0,79,79,3,,,,,,,,,,,,,,,,,,right,1,2.06704586931,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,56.0,9,,,,,0,80,80,37,,,,,,,,,,,,,,,,,,left,1,1.70067855529,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,25,0,55.0,151,,,,,0,81,81,86,,,,,,,,,,,,,,,,,,left,1,1.40061789658,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
,,,5,0,149.0,59,,,,,0,82,82,49,,,,,,,,,,,,,,,,,,right,1,0.983609810472,,,001,3.0.3,60.053221177801205,ninosDelConv2,2019_Aug_10_0904,213,
