ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,Unnamed: 43
,,,,,,,,,,,,,,,space,4.26729683089,,,,,,,,,,,,,,,,,,,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,,,,,,,,,,,,,,,space,18.2466456555,,,,,,,,,,,,,,,,,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,,,,,,,,,,,,,,,,,space,21.7962420443,,,,,,,,,,,,,,,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,,,,,,,,,,,,,,,,,,,space,5.11639617896,,,,,,,,,,,,,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,,,,,,,,,,,,,,,,,,,,,left,16.9316192304,,,,,,,,,,,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,,,,,,,,,,,,,,,,,,,,,,,space,4.48415859044,,,,,,,,,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
10.0,109.0,9.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,right,1.0,4.8000887261,,,,,,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
10.0,19.0,89.0,,,,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,left,0.0,2.71643483592,,,,,,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
25.0,35.0,150.0,,,,,0.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,right,0.0,6.78241496359,,,,,,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,223.223358914,,,,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,25.0,0.0,55.0,151.0,,,,,0.0,0.0,0.0,86.0,,,,,,,,,,,,,,,,,,left,0.0,10.3656172554,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,5.0,0.0,56.0,89.0,,,,,0.0,1.0,1.0,52.0,,,,,,,,,,,,,,,,,,left,1.0,3.14953069249,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,25.0,0.0,150.0,9.0,,,,,0.0,2.0,2.0,69.0,,,,,,,,,,,,,,,,,,right,1.0,5.41594129067,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,10.0,0.0,149.0,61.0,,,,,0.0,3.0,3.0,19.0,,,,,,,,,,,,,,,,,,left,1.0,4.76583716867,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,10.0,0.0,59.0,9.0,,,,,0.0,4.0,4.0,7.0,,,,,,,,,,,,,,,,,,left,1.0,4.93209370424,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,5.0,0.0,151.0,150.0,,,,,0.0,5.0,5.0,59.0,,,,,,,,,,,,,,,,,,right,1.0,17.1637284077,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,10.0,0.0,150.0,30.0,,,,,0.0,6.0,6.0,14.0,,,,,,,,,,,,,,,,,,right,1.0,3.14926698175,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,5.0,0.0,35.0,31.0,,,,,0.0,7.0,7.0,41.0,,,,,,,,,,,,,,,,,,right,1.0,3.31741267338,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,10.0,0.0,19.0,11.0,,,,,0.0,8.0,8.0,5.0,,,,,,,,,,,,,,,,,,right,1.0,3.76599601202,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,25.0,0.0,125.0,9.0,,,,,0.0,9.0,9.0,68.0,,,,,,,,,,,,,,,,,,right,1.0,3.99952501222,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,25.0,0.0,55.0,60.0,,,,,0.0,10.0,10.0,76.0,,,,,,,,,,,,,,,,,,None,0.0,,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,5.0,0.0,54.0,5.0,,,,,0.0,11.0,11.0,32.0,,,,,,,,,,,,,,,,,,right,1.0,2.08371917531,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,5.0,0.0,14.0,31.0,,,,,0.0,12.0,12.0,40.0,,,,,,,,,,,,,,,,,,right,0.0,3.33189106325,,,1,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
