ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,Unnamed: 43
,,,,,,,,,,,,,,,space,4.66699806135,,,,,,,,,,,,,,,,,,,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,,,,,,,,,,,,,,,space,42.5578917116,,,,,,,,,,,,,,,,,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,,,,,,,,,,,,,,,,,space,14.3313806057,,,,,,,,,,,,,,,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,,,,,,,,,,,,,,,,,,,space,10.6987924306,,,,,,,,,,,,,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,,,,,,,,,,,,,,,,,,,,,right,11.9484149851,,,,,,,,,,,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,,,,,,,,,,,,,,,,,,,,,,,space,2.66699035093,,,,,,,,,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
10.0,109.0,9.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,left,1.0,6.266657345,,,,,,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
25.0,35.0,150.0,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,right,0.0,4.83330291789,,,,,,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
10.0,19.0,89.0,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,right,0.0,11.4144695485,,,,,,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,14.4964049486,,,,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,20.0,59.0,,,,,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,left,1.0,4.60021240823,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,104.0,5.0,,,,,0.0,1.0,1.0,33.0,,,,,,,,,,,,,,,,,,left,1.0,1.8484357018,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,56.0,9.0,,,,,0.0,2.0,2.0,37.0,,,,,,,,,,,,,,,,,,left,1.0,2.04894842114,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,35.0,90.0,,,,,0.0,3.0,3.0,80.0,,,,,,,,,,,,,,,,,,right,0.0,2.73318329733,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,150.0,29.0,,,,,0.0,4.0,4.0,74.0,,,,,,,,,,,,,,,,,,left,1.0,1.80078630056,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,109.0,149.0,,,,,0.0,5.0,5.0,28.0,,,,,,,,,,,,,,,,,,left,1.0,3.51711318456,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,150.0,61.0,,,,,0.0,6.0,6.0,79.0,,,,,,,,,,,,,,,,,,left,1.0,2.6835378157,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,20.0,5.0,,,,,0.0,7.0,7.0,0.0,,,,,,,,,,,,,,,,,,right,1.0,4.76673522498,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,111.0,30.0,,,,,0.0,8.0,8.0,13.0,,,,,,,,,,,,,,,,,,right,1.0,2.58388547227,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,75.0,10.0,,,,,0.0,9.0,9.0,67.0,,,,,,,,,,,,,,,,,,left,1.0,4.78353868984,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,56.0,60.0,,,,,0.0,10.0,10.0,47.0,,,,,,,,,,,,,,,,,,left,1.0,2.38384568412,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,35.0,6.0,,,,,0.0,11.0,11.0,31.0,,,,,,,,,,,,,,,,,,left,1.0,2.68329158332,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,61.0,89.0,,,,,0.0,12.0,12.0,22.0,,,,,,,,,,,,,,,,,,left,1.0,4.04951131251,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,150.0,90.0,,,,,0.0,13.0,13.0,54.0,,,,,,,,,,,,,,,,,,right,1.0,1.83277189918,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,36.0,9.0,,,,,0.0,14.0,14.0,36.0,,,,,,,,,,,,,,,,,,left,1.0,2.10086757317,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,35.0,150.0,,,,,0.0,15.0,15.0,56.0,,,,,,,,,,,,,,,,,,left,1.0,1.66661354806,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,61.0,4.0,,,,,0.0,16.0,16.0,2.0,,,,,,,,,,,,,,,,,,right,1.0,3.33331088629,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,35.0,60.0,,,,,0.0,17.0,17.0,75.0,,,,,,,,,,,,,,,,,,left,1.0,4.0507188309,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,151.0,4.0,,,,,0.0,18.0,18.0,34.0,,,,,,,,,,,,,,,,,,right,1.0,2.53182906844,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,14.0,149.0,,,,,0.0,19.0,19.0,55.0,,,,,,,,,,,,,,,,,,right,0.0,4.89999604225,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,15.0,91.0,,,,,0.0,20.0,20.0,50.0,,,,,,,,,,,,,,,,,,left,0.0,3.51705817971,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,150.0,89.0,,,,,0.0,21.0,21.0,84.0,,,,,,,,,,,,,,,,,,right,1.0,1.18390459567,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,110.0,90.0,,,,,0.0,22.0,22.0,23.0,,,,,,,,,,,,,,,,,,right,1.0,2.39988063555,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,151.0,150.0,,,,,0.0,23.0,23.0,59.0,,,,,,,,,,,,,,,,,,left,1.0,2.6169922268,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,110.0,60.0,,,,,0.0,24.0,24.0,18.0,,,,,,,,,,,,,,,,,,right,1.0,4.33417655714,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,75.0,5.0,,,,,0.0,25.0,25.0,62.0,,,,,,,,,,,,,,,,,,left,1.0,3.68310549483,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,55.0,11.0,,,,,0.0,26.0,26.0,66.0,,,,,,,,,,,,,,,,,,right,0.0,2.2175223222,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,150.0,4.0,,,,,0.0,27.0,27.0,64.0,,,,,,,,,,,,,,,,,,right,1.0,1.83397170529,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,149.0,89.0,,,,,0.0,28.0,28.0,24.0,,,,,,,,,,,,,,,,,,right,1.0,3.61688376125,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,39.0,29.0,,,,,0.0,29.0,29.0,11.0,,,,,,,,,,,,,,,,,,left,0.0,3.61529532727,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,104.0,90.0,,,,,0.0,30.0,30.0,53.0,,,,,,,,,,,,,,,,,,right,1.0,1.21766574308,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,56.0,89.0,,,,,0.0,31.0,31.0,52.0,,,,,,,,,,,,,,,,,,left,1.0,2.03328461852,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,125.0,4.0,,,,,0.0,32.0,32.0,63.0,,,,,,,,,,,,,,,,,,left,1.0,3.19925996475,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,149.0,59.0,,,,,0.0,33.0,33.0,49.0,,,,,,,,,,,,,,,,,,left,1.0,1.41736625414,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,55.0,60.0,,,,,0.0,34.0,34.0,76.0,,,,,,,,,,,,,,,,,,right,1.0,3.15073152725,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,150.0,9.0,,,,,0.0,35.0,35.0,69.0,,,,,,,,,,,,,,,,,,left,1.0,2.10056427959,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,151.0,11.0,,,,,0.0,36.0,36.0,9.0,,,,,,,,,,,,,,,,,,right,1.0,1.5007528346,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,35.0,5.0,,,,,0.0,37.0,37.0,60.0,,,,,,,,,,,,,,,,,,right,1.0,2.58383766469,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,106.0,152.0,,,,,0.0,38.0,38.0,58.0,,,,,,,,,,,,,,,,,,left,1.0,2.75101024844,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,55.0,90.0,,,,,0.0,39.0,39.0,81.0,,,,,,,,,,,,,,,,,,left,0.0,3.68347150367,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,149.0,61.0,,,,,0.0,40.0,40.0,19.0,,,,,,,,,,,,,,,,,,right,1.0,1.93390729371,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,39.0,150.0,,,,,0.0,41.0,41.0,26.0,,,,,,,,,,,,,,,,,,left,0.0,3.05042633228,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,75.0,59.0,,,,,0.0,42.0,42.0,77.0,,,,,,,,,,,,,,,,,,right,1.0,4.8665412711,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,54.0,5.0,,,,,0.0,43.0,43.0,32.0,,,,,,,,,,,,,,,,,,right,1.0,1.53325814474,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,19.0,11.0,,,,,0.0,44.0,44.0,5.0,,,,,,,,,,,,,,,,,,right,0.0,4.11578136776,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,21.0,31.0,,,,,0.0,45.0,45.0,10.0,,,,,,,,,,,,,,,,,,left,0.0,3.94981064741,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,150.0,150.0,,,,,0.0,46.0,46.0,89.0,,,,,,,,,,,,,,,,,,left,1.0,2.81597408745,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,125.0,89.0,,,,,0.0,47.0,47.0,83.0,,,,,,,,,,,,,,,,,,right,1.0,5.34962240048,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,125.0,9.0,,,,,0.0,48.0,48.0,68.0,,,,,,,,,,,,,,,,,,right,1.0,1.85067801457,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,15.0,61.0,,,,,0.0,49.0,49.0,45.0,,,,,,,,,,,,,,,,,,right,0.0,3.58233764954,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,35.0,89.0,,,,,0.0,50.0,50.0,51.0,,,,,,,,,,,,,,,,,,left,0.0,2.13325773273,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,150.0,5.0,,,,,0.0,51.0,51.0,4.0,,,,,,,,,,,,,,,,,,left,1.0,2.81771365274,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,36.0,61.0,,,,,0.0,52.0,52.0,46.0,,,,,,,,,,,,,,,,,,right,1.0,3.66626398917,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,60.0,60.0,,,,,0.0,53.0,53.0,17.0,,,,,,,,,,,,,,,,,,right,1.0,5.81657759007,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,55.0,151.0,,,,,0.0,54.0,54.0,57.0,,,,,,,,,,,,,,,,,,left,0.0,1.93460589647,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,75.0,151.0,,,,,0.0,55.0,55.0,87.0,,,,,,,,,,,,,,,,,,left,0.0,5.76658717636,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,104.0,10.0,,,,,0.0,56.0,56.0,38.0,,,,,,,,,,,,,,,,,,right,1.0,3.23494059872,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,5.0,0.0,105.0,60.0,,,,,0.0,57.0,57.0,48.0,,,,,,,,,,,,,,,,,,right,1.0,5.98311736993,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,60.0,29.0,,,,,0.0,58.0,58.0,12.0,,,,,,,,,,,,,,,,,,right,1.0,1.99897137377,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,39.0,59.0,,,,,0.0,59.0,59.0,16.0,,,,,,,,,,,,,,,,,,right,0.0,3.71697459556,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,150.0,30.0,,,,,0.0,60.0,60.0,14.0,,,,,,,,,,,,,,,,,,left,1.0,4.18259632308,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,35.0,30.0,,,,,0.0,61.0,61.0,70.0,,,,,,,,,,,,,,,,,,right,0.0,5.01644722465,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,10.0,0.0,109.0,5.0,,,,,0.0,62.0,62.0,3.0,,,,,,,,,,,,,,,,,,right,1.0,1.966590981,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
,,,25.0,0.0,125.0,59.0,,,,,0.0,63.0,63.0,78.0,,,,,,,,,,,,,,,,,,right,1.0,1.90060622618,,,1,3.0.3,60.13146408990782,ninosDelConv2,2019_Aug_10_0944,148,
