ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,Unnamed: 41
,,,,,,,,,,,,,,,space,16.5636611222,,,,,,,,,,,,,,,,,,,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
,,,,,,,,,,,,,,,,,space,33.9609019822,,,,,,,,,,,,,,,,,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
,,,,,,,,,,,,,,,,,,,space,14.7972200918,,,,,,,,,,,,,,,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
,,,,,,,,,,,,,,,,,,,,,space,7.48222345347,,,,,,,,,,,,,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
,,,,,,,,,,,,,,,,,,,,,,,right,5.59969948325,,,,,,,,,,,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
,,,,,,,,,,,,,,,,,,,,,,,,,space,1.93344731675,,,,,,,,,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
25.0,35.0,150.0,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,left,0.0,5.84887853684,,,,,,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
10.0,19.0,89.0,,,,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,left,0.0,4.86598783964,,,,,,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
10.0,109.0,9.0,,,,,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,left,1.0,2.96634531394,,,,,,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,10.6984284301,,,,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
,,,5.0,0.0,36.0,61.0,,,,,0.0,0.0,0.0,46.0,,,,,,,,,,,,,,,,,,right,1.0,3.8163727643,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
,,,10.0,0.0,19.0,11.0,,,,,0.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,left,0.0,4.0163921956,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
,,,10.0,0.0,111.0,30.0,,,,,0.0,2.0,2.0,13.0,,,,,,,,,,,,,,,,,,right,1.0,2.71663626889,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
,,,25.0,0.0,35.0,11.0,,,,,0.0,3.0,3.0,65.0,,,,,,,,,,,,,,,,,,left,1.0,6.38196262205,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
,,,10.0,0.0,150.0,5.0,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,right,1.0,3.26651248429,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
,,,25.0,0.0,125.0,59.0,,,,,0.0,5.0,5.0,78.0,,,,,,,,,,,,,,,,,,left,1.0,4.04986850452,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
,,,10.0,0.0,151.0,11.0,,,,,0.0,6.0,6.0,9.0,,,,,,,,,,,,,,,,,,left,1.0,2.96642653411,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
,,,10.0,0.0,10.01,150.0,,,,,0.0,7.0,7.0,25.0,,,,,,,,,,,,,,,,,,right,0.0,5.83335560933,1,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
