key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_am,ss_del,ll_am,ll_del,key_resp_4.keys,key_resp_4.rt
space,0.70001,space,0.083635,space,1.52929,space,0.04824,right,3.167115,space,0.892605,right,0.0,0.832805,0.0,0.0,0.0,2.0,1.0,10000.0,19000.0,89.0,1,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0.0,1.65807,0.0,1.0,1.0,1.0,1.0,25000.0,35000.0,150.0,1,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,left,1.0,0.284875,0.0,2.0,2.0,0.0,1.0,10000.0,109000.0,9.0,1,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,g,8.006685,left,1.0,2.666385,0.0,0.0,0.0,33.0,1.0,5000.0,0.0,104000.0,5.0,,
,,,,,,,,,,,,,,,,,,,,,,,1,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,2.57227,0.0,1.0,1.0,83.0,1.0,25000.0,0.0,125000.0,89.0,,
,,,,,,,,,,,,,,,,,,,,,,,1,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,1.712205,0.0,2.0,2.0,53.0,1.0,5000.0,0.0,104000.0,90.0,,
,,,,,,,,,,,,,,,,,,,,,,,1,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,1.32915,0.0,3.0,3.0,77.0,1.0,25000.0,0.0,75000.0,59.0,,
,,,,,,,,,,,,,,,,,,,,,,,1,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,5.89601,0.0,4.0,4.0,45.0,1.0,5000.0,0.0,15000.0,61.0,,
,,,,,,,,,,,,,,,,,,,,,,,1,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,1.638665,0.0,5.0,5.0,35.0,1.0,5000.0,0.0,15000.0,11.0,,
,,,,,,,,,,,,,,,,,,,,,,,1,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,1.884915,0.0,6.0,6.0,16.0,1.0,10000.0,0.0,39000.0,59.0,,
,,,,,,,,,,,,,,,,,,,,,,,1,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,2.781825,0.0,7.0,7.0,74.0,1.0,25000.0,0.0,150000.0,29.0,,
,,,,,,,,,,,,,,,,,,,,,,,1,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,2.54373,0.0,8.0,8.0,75.0,1.0,25000.0,0.0,35000.0,60.0,,
,,,,,,,,,,,,,,,,,,,,,,,1,318,2020-11-11_11h34.47.215,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,2.1186,0.0,9.0,9.0,47.0,1.0,5000.0,0.0,56000.0,60.0,,
