ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,22.3794168961,,,,,,,,,,,,,,,,,,,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,,,,,,,,,,,,,,,space,13.9478166507,,,,,,,,,,,,,,,,,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,,,,,,,,,,,,,,,,,space,0.000302264816128,,,,,,,,,,,,,,,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,,,,,,,,,,,,,,,,,,,space,0.150267257704,,,,,,,,,,,,,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,,,,,,,,,,,,,,,,,,,,,right,7.69875865791,,,,,,,,,,,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,,,,,,,,,,,,,,,,,,,,,,,space,3.13331883692,,,,,,,,,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
10,109,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,right,1,2.05008754367,,,,,,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
10,19,89,,,,,0,1,1,2,,,,,,,,,,,,,,,,,left,0,4.89871043956,,,,,,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
25,35,150,,,,,0,2,2,1,,,,,,,,,,,,,,,,,left,0,4.20031264878,,,,,,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,11.0982617716,,,,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,25,0,35.0,11,,,,,0,0,0,65,,,,,,,,,,,,,,,,,,left,1,4.0162302847,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,10,0,149.0,61,,,,,0,1,1,19,,,,,,,,,,,,,,,,,,left,0,4.28257134836,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,25,0,125.0,31,,,,,0,2,2,73,,,,,,,,,,,,,,,,,,left,1,2.03327894618,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,10,0,111.0,30,,,,,0,3,3,13,,,,,,,,,,,,,,,,,,right,1,1.28330953256,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,5,0,15.0,61,,,,,0,4,4,45,,,,,,,,,,,,,,,,,,right,0,3.083173719,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,10,0,19.0,11,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,left,0,2.56615847105,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,25,0,55.0,90,,,,,0,6,6,81,,,,,,,,,,,,,,,,,,left,1,3.54971690942,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,5,0,56.0,9,,,,,0,7,7,37,,,,,,,,,,,,,,,,,,left,1,1.61649481778,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,10,0,110.0,60,,,,,0,8,8,18,,,,,,,,,,,,,,,,,,left,1,1.21676346334,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,5,0,149.0,59,,,,,0,9,9,49,,,,,,,,,,,,,,,,,,right,1,0.716786595876,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,5,0,55.0,151,,,,,0,10,10,57,,,,,,,,,,,,,,,,,,right,1,2.29983694153,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,10,0,39.0,59,,,,,0,11,11,16,,,,,,,,,,,,,,,,,,left,0,2.35017791472,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,5,0,35.0,6,,,,,0,12,12,31,,,,,,,,,,,,,,,,,,right,1,0.650143884239,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,5,0,35.0,89,,,,,0,13,13,51,,,,,,,,,,,,,,,,,,left,0,1.61666342814,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,10,0,39.0,150,,,,,0,14,14,26,,,,,,,,,,,,,,,,,,left,0,1.2833953799,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,5,0,151.0,150,,,,,0,15,15,59,,,,,,,,,,,,,,,,,,right,1,2.16665124497,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,5,0,14.0,149,,,,,0,16,16,55,,,,,,,,,,,,,,,,,,left,1,1.30004153575,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,10,0,40.0,10,,,,,0,17,17,6,,,,,,,,,,,,,,,,,,left,1,1.6166197334,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
,,,10,0,39.0,29,,,,,0,18,18,11,,,,,,,,,,,,,,,,,,right,0,1.18342540076,001,3.0.3,60.01832656438138,ninosDelConv2,2019_Aug_10_0944,285,
