ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,Unnamed: 43
,,,,,,,,,,,,,,,space,18.7136476238,,,,,,,,,,,,,,,,,,,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,,,,,,,,,,,,,,,space,32.4277162595,,,,,,,,,,,,,,,,,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,,,,,,,,,,,,,,,,,space,5.88237882541,,,,,,,,,,,,,,,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,,,,,,,,,,,,,,,,,,,space,4.34932321945,,,,,,,,,,,,,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,,,,,,,,,,,,,,,,,,,,,right,4.61600421115,,,,,,,,,,,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,,,,,,,,,,,,,,,,,,,,,,,space,0.934175117321,,,,,,,,,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
10.0,19.0,89.0,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,right,0.0,3.0330065136,,,,,,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
25.0,35.0,150.0,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,right,1.0,4.99933018491,,,,,,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
10.0,109.0,9.0,,,,,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,left,1.0,7.19948563547,,,,,,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,48.9242425255,,,,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,25.0,0.0,35.0,30.0,,,,,0.0,0.0,0.0,70.0,,,,,,,,,,,,,,,,,,left,1.0,3.39974749565,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,10.0,0.0,60.0,60.0,,,,,0.0,1.0,1.0,17.0,,,,,,,,,,,,,,,,,,left,0.0,5.715748057,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,5.0,0.0,54.0,5.0,,,,,0.0,2.0,2.0,32.0,,,,,,,,,,,,,,,,,,left,1.0,4.33244264548,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,10.0,0.0,111.0,30.0,,,,,0.0,3.0,3.0,13.0,,,,,,,,,,,,,,,,,,right,1.0,3.29968236474,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,10.0,0.0,109.0,5.0,,,,,0.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,left,1.0,2.86652944796,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,10.0,0.0,40.0,91.0,,,,,0.0,5.0,5.0,21.0,,,,,,,,,,,,,,,,,,right,0.0,1.59998776546,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,25.0,0.0,150.0,150.0,,,,,0.0,6.0,6.0,89.0,,,,,,,,,,,,,,,,,,right,0.0,1.68340416169,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,25.0,0.0,55.0,6.0,,,,,0.0,7.0,7.0,61.0,,,,,,,,,,,,,,,,,,left,0.0,7.11555569721,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,25.0,0.0,150.0,61.0,,,,,0.0,8.0,8.0,79.0,,,,,,,,,,,,,,,,,,right,0.0,1.4166260134,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,5.0,0.0,15.0,11.0,,,,,0.0,9.0,9.0,35.0,,,,,,,,,,,,,,,,,,left,1.0,2.36659550417,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,10.0,0.0,39.0,59.0,,,,,0.0,10.0,10.0,16.0,,,,,,,,,,,,,,,,,,left,0.0,4.6830458646,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,25.0,0.0,125.0,4.0,,,,,0.0,11.0,11.0,63.0,,,,,,,,,,,,,,,,,,right,1.0,1.44990600484,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,10.0,0.0,40.0,10.0,,,,,0.0,12.0,12.0,6.0,,,,,,,,,,,,,,,,,,left,1.0,3.16634546728,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,25.0,0.0,35.0,150.0,,,,,0.0,13.0,13.0,85.0,,,,,,,,,,,,,,,,,,left,0.0,2.26654939334,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,5.0,0.0,106.0,152.0,,,,,0.0,14.0,14.0,58.0,,,,,,,,,,,,,,,,,,right,1.0,4.69945607725,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,25.0,0.0,75.0,10.0,,,,,0.0,15.0,15.0,67.0,,,,,,,,,,,,,,,,,,right,1.0,1.33337360106,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,10.0,0.0,151.0,11.0,,,,,0.0,16.0,16.0,9.0,,,,,,,,,,,,,,,,,,right,1.0,2.33315101477,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,5.0,0.0,56.0,89.0,,,,,0.0,17.0,17.0,52.0,,,,,,,,,,,,,,,,,,left,1.0,1.36657082948,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,25.0,0.0,55.0,151.0,,,,,0.0,18.0,18.0,86.0,,,,,,,,,,,,,,,,,,right,0.0,1.20021970757,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,5.0,0.0,14.0,149.0,,,,,0.0,19.0,19.0,55.0,,,,,,,,,,,,,,,,,,right,0.0,1.84996090603,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,25.0,0.0,75.0,31.0,,,,,0.0,20.0,20.0,72.0,,,,,,,,,,,,,,,,,,left,0.0,1.20009119355,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,5.0,0.0,35.0,31.0,,,,,0.0,21.0,21.0,41.0,,,,,,,,,,,,,,,,,,left,1.0,2.98301610075,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
,,,5.0,0.0,35.0,6.0,,,,,0.0,22.0,22.0,31.0,,,,,,,,,,,,,,,,,,right,1.0,1.48417555427,,,1,3.0.3,60.00774268380891,ninosDelConv2,2019_Aug_10_0903,270,
