Name,Estimate,SE,tStat,pValue
(Intercept),-4.90370970041064,1.8735143374595,-2.61738573458696,0.0100846166583105
imc,0.106347080775665,0.0506043809405344,2.10153901300826,0.0378359665357821
colesterol,-0.000787202938724086,0.00177165120213453,-0.44433291258214,0.657659288197771
glucemia,8.23477103029122e-05,0.0155619586565428,0.00529160320499183,0.995787345005573
Rsquared,0.0128668357535304,NaN,NaN,NaN
