Name,Estimate,SE,tStat,pValue
(Intercept),-0.98351473405219,1.48710817423647,-0.661360586332032,0.51023518477595
iritotal,-0.0352541128550491,0.0145164418009918,-2.42856433679502,0.017345748105358
estrs,0.0369954603981377,0.0190969635096192,1.9372430794824,0.0561588066948436
atencinemocional,0.0108621220533698,0.0217942205577096,0.498394609919984,0.619540152394177
claridaddesentimientos,0.0198142945818939,0.0247349333526572,0.80106521005707,0.425408958134803
reparacinemocional,-0.00537505809507738,0.0250706071733076,-0.214396805706411,0.830769895050377
Rsquared,0.0394368251419391,NaN,NaN,NaN
