Name,Estimate,SE,tStat,pValue
(Intercept),-3.80193543378584,1.09717420602109,-3.46520672188748,0.000817355266786282
scvscore,0.109012650396729,0.103273743694861,1.05556985247696,0.294021796840909
Rsquared,0.00126758799755178,NaN,NaN,NaN
