key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,1,5.048875,0,39,39,6,1,10000,0,40000,10
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,1,11.204485,0,40,40,64,1,25000,0,150000,4
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,2.157205,0,41,41,25,1,10000,0,10000,150
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,1,3.886525,0,42,42,9,1,10000,0,151000,11
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,7.475865,0,43,43,29,1,10000,0,151000,151
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,2.4334,0,44,44,66,1,25000,0,55000,11
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,0,2.721795,0,45,45,52,1,5000,0,56000,89
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,5.20252,0,46,46,5,1,10000,0,19000,11
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,1,4.279185,0,47,47,44,1,5000,0,150000,30
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.561015,0,48,48,39,1,5000,0,149000,10
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,0,1.084025,0,49,49,21,1,10000,0,40000,91
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,3.39955,0,50,50,42,1,5000,0,56000,29
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,1.086695,0,51,51,16,1,10000,0,39000,59
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,1,2.23961,0,52,52,63,1,25000,0,125000,4
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,3.118505,0,53,53,54,1,5000,0,150000,90
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,0,3.150955,0,54,54,75,1,25000,0,35000,60
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,0,4.720855,0,55,55,84,1,25000,0,150000,89
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,0,10.54798,0,56,56,47,1,5000,0,56000,60
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,1,1.725285,0,57,57,37,1,5000,0,56000,9
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,6.70715,0,58,58,35,1,5000,0,15000,11
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,2.367055,0,59,59,24,1,10000,0,149000,89
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,6.281205,0,60,60,41,1,5000,0,35000,31
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.926285,0,61,61,73,1,25000,0,125000,31
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.28442,0,62,62,7,1,10000,0,59000,9
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,0,1.009955,0,63,63,26,1,10000,0,39000,150
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.594625,0,64,64,61,1,25000,0,55000,6
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,2.101665,0,65,65,23,1,10000,0,110000,90
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,0,0.933955,0,66,66,10,1,10000,0,21000,31
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,0,2.940245,0,67,67,74,1,25000,0,150000,29
