key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay
space,12.5742,space,3.9686,space,5.4221,space,0.2745,left,2.2562,space,3.0555,,0,0,0,0,2,1,10000,19000,89,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,0,1,1,0,1,10000,109000,9,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,7.7902,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0,0,2,2,1,1,25000,35000,150,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,2.4412,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,g,26.1726,left,0,2.6091,0,0,0,41,1,5000,0,35000,31
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,right,1,3.0561,0,1,1,66,1,25000,0,55000,11
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,0,2.1233,0,2,2,46,1,5000,0,36000,61
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,0,3.5734,0,3,3,81,1,25000,0,55000,90
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,0,5.0227,0,4,4,13,1,10000,0,111000,30
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,right,1,3.4735,0,5,5,15,1,10000,0,20000,59
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,0,2.0068,0,6,6,88,1,25000,0,125000,149
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,1,5.9237,0,7,7,26,1,10000,0,39000,150
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,right,1,6.2734,0,8,8,5,1,10000,0,19000,11
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,0,5.7067,0,9,9,37,1,5000,0,56000,9
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,0,3.0396,0,10,10,24,1,10000,0,149000,89
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,0,2.1263,0,11,11,23,1,10000,0,110000,90
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,right,1,2.6568,0,12,12,6,1,10000,0,40000,10
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,1,2.325,0,13,13,72,1,25000,0,75000,31
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,0,6.1228,0,14,14,50,1,5000,0,15000,91
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,1,4.3729,0,15,15,2,1,10000,0,61000,4
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,0,2.873,0,16,16,76,1,25000,0,55000,60
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,1,2.5574,0,17,17,54,1,5000,0,150000,90
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,1,2.0262,0,18,18,17,1,10000,0,60000,60
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,0,2.1243,0,19,19,85,1,25000,0,35000,150
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,0,2.7731,0,20,20,9,1,10000,0,151000,11
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,1,5.1729,0,21,21,63,1,25000,0,125000,4
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,0,3.9064,0,22,22,78,1,25000,0,125000,59
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,right,1,6.4734,0,23,23,40,1,5000,0,14000,31
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,right,0,1.873,0,24,24,20,1,10000,0,20000,90
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,right,1,2.2728,0,25,25,1,1,10000,0,39000,6
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,right,1,4.7564,0,26,26,68,1,25000,0,125000,9
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,1,5.2941,0,27,27,0,1,10000,0,20000,5
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,right,1,4.141,0,28,28,53,1,5000,0,104000,90
,,,,,,,,,,,,,,,,,,,,,,002,424,2022-03-05_09h04.07.611,tareaTDv3,2020.2.5,Win32,60,,,,left,1,2.973,0,29,29,48,1,5000,0,105000,60
