key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,9.688,space,0.203,space,0.47,space,1.119,right,2.6,space,0.518,left,0,4.077,0,0,0,2,1,10000,19000,89,002,243,2020-11-12_11h50.10.630,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,right,1,3.312,0,1,1,0,1,10000,109000,9,002,243,2020-11-12_11h50.10.630,tareaTDv3,2020.2.5,MacIntel,60
