key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay,respT.rt,key_resp_4.keys,key_resp_4.rt
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,right,1,0,74,74,62,1,25000,0,75000,5,0.165105,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,right,1,0,75,75,23,1,10000,0,110000,90,0.07934,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,right,1,0,76,76,51,1,5000,0,35000,89,4.50285,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,right,0,0,77,77,84,1,25000,0,150000,89,0.505015,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,right,0,0,78,78,56,1,5000,0,35000,150,0.73724,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,right,1,0,79,79,19,1,10000,0,149000,61,5.42381,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,right,0,0,80,80,86,1,25000,0,55000,151,6.520445,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,right,0,0,81,81,63,1,25000,0,125000,4,6.85564,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,right,0,0,82,82,34,1,5000,0,151000,4,1.09848,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,right,1,0,83,83,69,1,25000,0,150000,9,8.841075,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,right,0,0,84,84,87,1,25000,0,75000,151,0.23746,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,right,1,0,85,85,3,1,10000,0,109000,5,0.11972,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,left,1,0,86,86,53,1,5000,0,104000,90,1.436195,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,right,0,0,87,87,55,1,5000,0,14000,149,0.10212,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,right,1,0,88,88,49,1,5000,0,149000,59,0.325395,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,right,1,0,89,89,37,1,5000,0,56000,9,0.71174,,
,,,,,,,,,,,,,,,,,,,,,,,002,000000,2020-11-12_08h35.51.096,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,,right,0.48939
