key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,Practice.order,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,5.2524,space,0.4832,space,0.1813,space,0.0226,space,0.1734,space,0.0293,1,0,3,1,1,2,25000,35000,150,002,,2022-08-05_10h22.56.702,tareaTDv3,2020.2.5,Win32,60
