key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate
space,0.84,space,0.585,space,0.42,space,3.709,right,5.11,space,1.094,left,1,2.55,0,0,0,0,1,10000,109000,9,002,280,2020-11-12_11h20.25.944,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,right,1,3.439,0,1,1,2,1,10000,19000,89,002,280,2020-11-12_11h20.25.944,tareaTDv3,2020.2.5,MacIntel,60
,,,,,,,,,,,,right,1,3.717,0,2,2,1,1,25000,35000,150,002,280,2020-11-12_11h20.25.944,tareaTDv3,2020.2.5,MacIntel,60
