ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,14.0294728769,,,,,,,,,,,,,,,,,,,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,,,,,,,,,,,,,,,space,15.3817969746,,,,,,,,,,,,,,,,,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,,,,,,,,,,,,,,,,,space,15.2147817782,,,,,,,,,,,,,,,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,,,,,,,,,,,,,,,,,,,space,3.25039916439,,,,,,,,,,,,,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,,,,,,,,,,,,,,,,,,,,,right,4.900408366,,,,,,,,,,,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,,,,,,,,,,,,,,,,,,,,,,,space,1.16756009567,,,,,,,,,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
10,109,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,left,1,8.40008296852,,,,,,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
10,19,89,,,,,0,1,1,2,,,,,,,,,,,,,,,,,right,0,3.75120777416,,,,,,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
25,35,150,,,,,0,2,2,1,,,,,,,,,,,,,,,,,right,0,3.81568579678,,,,,,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,25.6298283979,,,,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,10,0,39.0,150,,,,,0,0,0,26,,,,,,,,,,,,,,,,,,right,0,3.63318364031,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,25,0,125.0,89,,,,,0,1,1,83,,,,,,,,,,,,,,,,,,left,1,10.8474308003,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,10,0,60.0,60,,,,,0,2,2,17,,,,,,,,,,,,,,,,,,right,0,5.38199694245,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,25,0,75.0,10,,,,,0,3,3,67,,,,,,,,,,,,,,,,,,right,1,6.36598924384,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,10,0,19.0,11,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,right,1,5.0650563353,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,25,0,55.0,60,,,,,0,5,5,76,,,,,,,,,,,,,,,,,,right,1,13.8635243461,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,5,0,151.0,4,,,,,0,6,6,34,,,,,,,,,,,,,,,,,,right,1,2.43387545657,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,25,0,125.0,149,,,,,0,7,7,88,,,,,,,,,,,,,,,,,,right,1,5.04882605071,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,25,0,150.0,9,,,,,0,8,8,69,,,,,,,,,,,,,,,,,,right,1,2.18331128045,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,5,0,56.0,9,,,,,0,9,9,37,,,,,,,,,,,,,,,,,,left,1,2.8176556587,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
,,,5,0,16.0,4,,,,,0,10,10,30,,,,,,,,,,,,,,,,,,right,1,2.85021801107,,,001,3.0.3,59.815141117366295,ninosDelConv2,2019_Aug_10_0843,142,
