key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,session,participant,date,expName,psychopyVersion,OS,frameRate
space,5.348,space,0.139,space,0.1615,space,0.7593,2,,2022-08-06_08h13.23.702,tareaTDv3,2020.2.5,Win32,60
