key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_am,ss_del,ll_am,ll_del
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,left,1.0,3.448595,0.0,73.0,73.0,31.0,1.0,5000.0,0.0,35000.0,6.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,left,1.0,1.477045,0.0,74.0,74.0,9.0,1.0,10000.0,0.0,151000.0,11.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,right,1.0,7.767325,0.0,75.0,75.0,66.0,1.0,25000.0,0.0,55000.0,11.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,right,1.0,3.35929,0.0,76.0,76.0,42.0,1.0,5000.0,0.0,56000.0,29.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,left,1.0,3.090305,0.0,77.0,77.0,67.0,1.0,25000.0,0.0,75000.0,10.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,left,1.0,2.539345,0.0,78.0,78.0,59.0,1.0,5000.0,0.0,151000.0,150.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,right,1.0,2.25985,0.0,79.0,79.0,0.0,1.0,10000.0,0.0,20000.0,5.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,right,0.0,3.88177,0.0,80.0,80.0,22.0,1.0,10000.0,0.0,61000.0,89.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,left,1.0,2.241485,0.0,81.0,81.0,38.0,1.0,5000.0,0.0,104000.0,10.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,right,0.0,1.92067,0.0,82.0,82.0,20.0,1.0,10000.0,0.0,20000.0,90.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,right,1.0,2.335825,0.0,83.0,83.0,71.0,1.0,25000.0,0.0,55000.0,30.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,left,1.0,1.02425,0.0,84.0,84.0,4.0,1.0,10000.0,0.0,150000.0,5.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,left,1.0,1.234715,0.0,85.0,85.0,11.0,1.0,10000.0,0.0,39000.0,29.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,right,1.0,1.425385,0.0,86.0,86.0,34.0,1.0,5000.0,0.0,151000.0,4.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,right,1.0,1.342035,0.0,87.0,87.0,6.0,1.0,10000.0,0.0,40000.0,10.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,left,1.0,1.10441,0.0,88.0,88.0,49.0,1.0,5000.0,0.0,149000.0,59.0
,,,,,,,,,,,,,,,,,,,,,,2,36,2020-11-13_09h49.57.744,tareaTDv3,2020.2.5,Win32,60,,,,right,0.0,1.874915,0.0,89.0,89.0,16.0,1.0,10000.0,0.0,39000.0,59.0
