key1_keys,key1_rt,key2_keys,key2_rt,key2_2_keys,key2_2_rt,key2_3_keys,key2_3_rt,key3_keys,key3_rt,key4_keys,key4_rt,respP_keys,respP_corr,respP_rt,Practice_thisRepN,Practice_thisTrialN,Practice_thisN,Practice_thisIndex,Practice_ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5_keys,key5_rt,respT_keys,respT_corr,respT_rt,trials_thisRepN,trials_thisTrialN,trials_thisN,trials_thisIndex,trials_ran,ss_am,ss_del,ll_am,ll_del
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,2.8505,0.0,69.0,69.0,61.0,1.0,25000.0,0.0,55000.0,6.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,5.0545,0.0,70.0,70.0,52.0,1.0,5000.0,0.0,56000.0,89.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,5.9085,0.0,71.0,71.0,28.0,1.0,10000.0,0.0,109000.0,149.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,4.6342,0.0,72.0,72.0,7.0,1.0,10000.0,0.0,59000.0,9.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,3.8712,0.0,73.0,73.0,16.0,1.0,10000.0,0.0,39000.0,59.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,2.2997,0.0,74.0,74.0,70.0,1.0,25000.0,0.0,35000.0,30.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,2.2343,0.0,75.0,75.0,22.0,1.0,10000.0,0.0,61000.0,89.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,3.3744,0.0,76.0,76.0,59.0,1.0,5000.0,0.0,151000.0,150.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,1.859,0.0,77.0,77.0,48.0,1.0,5000.0,0.0,105000.0,60.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,2.1342,0.0,78.0,78.0,6.0,1.0,10000.0,0.0,40000.0,10.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,1.6159,0.0,79.0,79.0,29.0,1.0,10000.0,0.0,151000.0,151.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,5.0772,0.0,80.0,80.0,79.0,1.0,25000.0,0.0,150000.0,61.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,2.144,0.0,81.0,81.0,57.0,1.0,5000.0,0.0,55000.0,151.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,2.6676,0.0,82.0,82.0,53.0,1.0,5000.0,0.0,104000.0,90.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,1.6833,0.0,83.0,83.0,65.0,1.0,25000.0,0.0,35000.0,11.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,2.4379,0.0,84.0,84.0,11.0,1.0,10000.0,0.0,39000.0,29.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,1.8172,0.0,85.0,85.0,15.0,1.0,10000.0,0.0,20000.0,59.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,0.5036,0.0,86.0,86.0,86.0,1.0,25000.0,0.0,55000.0,151.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,1.4713,0.0,87.0,87.0,76.0,1.0,25000.0,0.0,55000.0,60.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,2.8407,0.0,88.0,88.0,18.0,1.0,10000.0,0.0,110000.0,60.0
,,,,,,,,,,,,,,,,,,,,,,,04 mayo 2022,108,2022-05-04_07h48.02.517,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,0.7799,0.0,89.0,89.0,77.0,1.0,25000.0,0.0,75000.0,59.0
