key1_keys,key1_rt,key2_keys,key2_rt,key2_2_keys,key2_2_rt,key2_3_keys,key2_3_rt,key3_keys,key3_rt,key4_keys,key4_rt,respP_keys,respP_corr,respP_rt,Practice_thisRepN,Practice_thisTrialN,Practice_thisN,Practice_thisIndex,Practice_ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5_keys,key5_rt,respT_keys,respT_corr,respT_rt,trials_thisRepN,trials_thisTrialN,trials_thisN,trials_thisIndex,trials_ran,ss_am,ss_del,ll_am,ll_del
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.189895,0.0,7.0,7.0,7.0,1.0,10000.0,0.0,59000.0,en 9 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.534295,0.0,8.0,8.0,33.0,1.0,5000.0,0.0,104000.0,en 5 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.374255,0.0,9.0,9.0,88.0,1.0,25000.0,0.0,125000.0,en 149 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,0.0,0.90051,0.0,10.0,10.0,29.0,1.0,10000.0,0.0,151000.0,en 151 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,2.45974,0.0,11.0,11.0,78.0,1.0,25000.0,0.0,125000.0,en 59 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,3.97223,0.0,12.0,12.0,66.0,1.0,25000.0,0.0,55000.0,en 11 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.726925,0.0,13.0,13.0,67.0,1.0,25000.0,0.0,75000.0,en 10 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,0.0,0.641735,0.0,14.0,14.0,83.0,1.0,25000.0,0.0,125000.0,en 89 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.93425,0.0,15.0,15.0,60.0,1.0,25000.0,0.0,35000.0,en 5 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.167225,0.0,16.0,16.0,45.0,1.0,5000.0,0.0,15000.0,en 61 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,0.0,1.396185,0.0,17.0,17.0,77.0,1.0,25000.0,0.0,75000.0,en 59 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.274425,0.0,18.0,18.0,50.0,1.0,5000.0,0.0,15000.0,en 91 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,1.81713,0.0,19.0,19.0,82.0,1.0,25000.0,0.0,75000.0,en 90 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,2.417075,0.0,20.0,20.0,20.0,1.0,10000.0,0.0,20000.0,en 90 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,4.953315,0.0,21.0,21.0,39.0,1.0,5000.0,0.0,149000.0,en 10 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,0.0,0.750625,0.0,22.0,22.0,84.0,1.0,25000.0,0.0,150000.0,en 89 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,1.673005,0.0,23.0,23.0,63.0,1.0,25000.0,0.0,125000.0,en 4 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,0.0,0.950475,0.0,24.0,24.0,26.0,1.0,10000.0,0.0,39000.0,en 150 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,0.0,0.387855,0.0,25.0,25.0,27.0,1.0,10000.0,0.0,61000.0,en 150 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,1.283795,0.0,26.0,26.0,56.0,1.0,5000.0,0.0,35000.0,en 150 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.77423,0.0,27.0,27.0,6.0,1.0,10000.0,0.0,40000.0,en 10 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,0.0,4.690585,0.0,28.0,28.0,80.0,1.0,25000.0,0.0,35000.0,en 90 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,2.99935,0.0,29.0,29.0,68.0,1.0,25000.0,0.0,125000.0,en 9 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.473515,0.0,30.0,30.0,22.0,1.0,10000.0,0.0,61000.0,en 89 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.247805,0.0,31.0,31.0,11.0,1.0,10000.0,0.0,39000.0,en 29 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,1.52362,0.0,32.0,32.0,71.0,1.0,25000.0,0.0,55000.0,en 30 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,1.152705,0.0,33.0,33.0,43.0,1.0,5000.0,0.0,106000.0,en 29 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.8525,0.0,34.0,34.0,3.0,1.0,10000.0,0.0,109000.0,en 5 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.283975,0.0,35.0,35.0,9.0,1.0,10000.0,0.0,151000.0,en 11 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,0.0,1.98008,0.0,36.0,36.0,17.0,1.0,10000.0,0.0,60000.0,en 60 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.201795,0.0,37.0,37.0,32.0,1.0,5000.0,0.0,54000.0,en 5 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.636985,0.0,38.0,38.0,53.0,1.0,5000.0,0.0,104000.0,en 90 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.834055,0.0,39.0,39.0,44.0,1.0,5000.0,0.0,150000.0,en 30 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.416705,0.0,40.0,40.0,87.0,1.0,25000.0,0.0,75000.0,en 151 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.61752,0.0,41.0,41.0,54.0,1.0,5000.0,0.0,150000.0,en 90 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.66629,0.0,42.0,42.0,79.0,1.0,25000.0,0.0,150000.0,en 61 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.834325,0.0,43.0,43.0,75.0,1.0,25000.0,0.0,35000.0,en 60 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,0.0,0.426545,0.0,44.0,44.0,25.0,1.0,10000.0,0.0,10000.0,en 150 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,1.73489,0.0,45.0,45.0,1.0,1.0,10000.0,0.0,39000.0,en 6 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,0.0,0.317,0.0,46.0,46.0,12.0,1.0,10000.0,0.0,60000.0,en 29 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,0.0,0.300615,0.0,47.0,47.0,8.0,1.0,10000.0,0.0,111000.0,en 10 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,0.0,0.02021,0.0,48.0,48.0,72.0,1.0,25000.0,0.0,75000.0,en 31 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.3229,0.0,49.0,49.0,10.0,1.0,10000.0,0.0,21000.0,en 31 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.90027,0.0,50.0,50.0,19.0,1.0,10000.0,0.0,149000.0,en 61 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.50035,0.0,51.0,51.0,51.0,1.0,5000.0,0.0,35000.0,en 89 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.407495,0.0,52.0,52.0,15.0,1.0,10000.0,0.0,20000.0,en 59 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.240775,0.0,53.0,53.0,55.0,1.0,5000.0,0.0,14000.0,en 149 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.090535,0.0,54.0,54.0,52.0,1.0,5000.0,0.0,56000.0,en 89 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,1.309505,0.0,55.0,55.0,65.0,1.0,25000.0,0.0,35000.0,en 11 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.39978,0.0,56.0,56.0,70.0,1.0,25000.0,0.0,35000.0,en 30 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.252865,0.0,57.0,57.0,38.0,1.0,5000.0,0.0,104000.0,en 10 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.79437,0.0,58.0,58.0,37.0,1.0,5000.0,0.0,56000.0,en 9 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.62183,0.0,59.0,59.0,35.0,1.0,5000.0,0.0,15000.0,en 11 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.334345,0.0,60.0,60.0,34.0,1.0,5000.0,0.0,151000.0,en 4 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.167015,0.0,61.0,61.0,58.0,1.0,5000.0,0.0,106000.0,en 152 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.183595,0.0,62.0,62.0,62.0,1.0,25000.0,0.0,75000.0,en 5 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,1.10003,0.0,63.0,63.0,31.0,1.0,5000.0,0.0,35000.0,en 6 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.467275,0.0,64.0,64.0,41.0,1.0,5000.0,0.0,35000.0,en 31 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,0.0,3.384935,0.0,65.0,65.0,57.0,1.0,5000.0,0.0,55000.0,en 151 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,0.0,0.301695,0.0,66.0,66.0,49.0,1.0,5000.0,0.0,149000.0,en 59 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,0.0,2.15393,0.0,67.0,67.0,86.0,1.0,25000.0,0.0,55000.0,en 151 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,0.0,0.616755,0.0,68.0,68.0,85.0,1.0,25000.0,0.0,35000.0,en 150 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.05456,0.0,69.0,69.0,73.0,1.0,25000.0,0.0,125000.0,en 31 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,1.11992,0.0,70.0,70.0,69.0,1.0,25000.0,0.0,150000.0,en 9 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,0.0,0.086035,0.0,71.0,71.0,47.0,1.0,5000.0,0.0,56000.0,en 60 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,0.0,0.18441,0.0,72.0,72.0,61.0,1.0,25000.0,0.0,55000.0,en 6 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.1851,0.0,73.0,73.0,46.0,1.0,5000.0,0.0,36000.0,en 61 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,0.0,0.082895,0.0,74.0,74.0,64.0,1.0,25000.0,0.0,150000.0,en 4 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.49229,0.0,75.0,75.0,40.0,1.0,5000.0,0.0,14000.0,en 31 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.07183,0.0,76.0,76.0,21.0,1.0,10000.0,0.0,40000.0,en 91 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.50107,0.0,77.0,77.0,5.0,1.0,10000.0,0.0,19000.0,en 11 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,0.0,0.84484,0.0,78.0,78.0,14.0,1.0,10000.0,0.0,150000.0,en 30 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,1.00422,0.0,79.0,79.0,23.0,1.0,10000.0,0.0,110000.0,en 90 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.333635,0.0,80.0,80.0,42.0,1.0,5000.0,0.0,56000.0,en 29 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.20035,0.0,81.0,81.0,36.0,1.0,5000.0,0.0,36000.0,en 9 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.483935,0.0,82.0,82.0,2.0,1.0,10000.0,0.0,61000.0,en 4 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,16.391425,0.0,83.0,83.0,74.0,1.0,25000.0,0.0,150000.0,en 29 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,3.338485,0.0,84.0,84.0,30.0,1.0,5000.0,0.0,16000.0,en 4 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.26715,0.0,85.0,85.0,18.0,1.0,10000.0,0.0,110000.0,en 60 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.467405,0.0,86.0,86.0,13.0,1.0,10000.0,0.0,111000.0,en 30 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.17172,0.0,87.0,87.0,89.0,1.0,25000.0,0.0,150000.0,en 150 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,right,1.0,0.39022,0.0,88.0,88.0,48.0,1.0,5000.0,0.0,105000.0,en 60 dias
,,,,,,,,,,,,,,,,,,,,,,,1,1,2020-11-10_20h20.11.250,tareaTDv3,2020.2.5,MacIntel,60,,,left,1.0,0.26671,0.0,89.0,89.0,0.0,1.0,10000.0,0.0,20000.0,en 5 dias
