key1_keys,key1_rt,key2_keys,key2_rt,key2_2_keys,key2_2_rt,key2_3_keys,key2_3_rt,key3_keys,key3_rt,key4_keys,key4_rt,respP_keys,respP_corr,respP_rt,Practice_thisRepN,Practice_thisTrialN,Practice_thisN,Practice_thisIndex,Practice_ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5_keys,key5_rt,respT_keys,respT_corr,respT_rt,trials_thisRepN,trials_thisTrialN,trials_thisN,trials_thisIndex,trials_ran,ss_am,ss_del,ll_am,ll_del
space,13.2151,space,29.1867,space,29.7747,space,3.9987,left,4.3981,space,1.3356,left,0.0,3.8072,0.0,0.0,0.0,2.0,1.0,10000.0,19000.0,89.0,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,right,0.0,4.1352,0.0,1.0,1.0,1.0,1.0,25000.0,35000.0,150.0,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,left,0.0,5.1777,0.0,2.0,2.0,0.0,1.0,10000.0,109000.0,9.0,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,g,27.9666,right,0.0,3.5421,0.0,0.0,0.0,65.0,1.0,25000.0,0.0,35000.0,11.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,3.1009,0.0,1.0,1.0,22.0,1.0,10000.0,0.0,61000.0,89.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,2.29,0.0,2.0,2.0,84.0,1.0,25000.0,0.0,150000.0,89.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,2.3168,0.0,3.0,3.0,0.0,1.0,10000.0,0.0,20000.0,5.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,4.9709,0.0,4.0,4.0,61.0,1.0,25000.0,0.0,55000.0,6.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,3.5937,0.0,5.0,5.0,26.0,1.0,10000.0,0.0,39000.0,150.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,2.9531,0.0,6.0,6.0,17.0,1.0,10000.0,0.0,60000.0,60.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,3.1376,0.0,7.0,7.0,85.0,1.0,25000.0,0.0,35000.0,150.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,2.8404,0.0,8.0,8.0,57.0,1.0,5000.0,0.0,55000.0,151.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,1.7427,0.0,9.0,9.0,86.0,1.0,25000.0,0.0,55000.0,151.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,2.3528,0.0,10.0,10.0,70.0,1.0,25000.0,0.0,35000.0,30.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,2.1077,0.0,11.0,11.0,35.0,1.0,5000.0,0.0,15000.0,11.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,2.234,0.0,12.0,12.0,37.0,1.0,5000.0,0.0,56000.0,9.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,2.6253,0.0,13.0,13.0,47.0,1.0,5000.0,0.0,56000.0,60.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,3.8767,0.0,14.0,14.0,64.0,1.0,25000.0,0.0,150000.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,2.292,0.0,15.0,15.0,60.0,1.0,25000.0,0.0,35000.0,5.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,8.2183,0.0,16.0,16.0,31.0,1.0,5000.0,0.0,35000.0,6.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,2.6216,0.0,17.0,17.0,80.0,1.0,25000.0,0.0,35000.0,90.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,3.4689,0.0,18.0,18.0,13.0,1.0,10000.0,0.0,111000.0,30.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,2.1675,0.0,19.0,19.0,9.0,1.0,10000.0,0.0,151000.0,11.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,1.409,0.0,20.0,20.0,76.0,1.0,25000.0,0.0,55000.0,60.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,2.3393,0.0,21.0,21.0,71.0,1.0,25000.0,0.0,55000.0,30.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,3.7404,0.0,22.0,22.0,44.0,1.0,5000.0,0.0,150000.0,30.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,3.1682,0.0,23.0,23.0,87.0,1.0,25000.0,0.0,75000.0,151.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,5.7349,0.0,24.0,24.0,83.0,1.0,25000.0,0.0,125000.0,89.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,3.5861,0.0,25.0,25.0,45.0,1.0,5000.0,0.0,15000.0,61.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,6.5163,0.0,26.0,26.0,72.0,1.0,25000.0,0.0,75000.0,31.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,1.6879,0.0,27.0,27.0,52.0,1.0,5000.0,0.0,56000.0,89.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,3.4524,0.0,28.0,28.0,41.0,1.0,5000.0,0.0,35000.0,31.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,2.0509,0.0,29.0,29.0,7.0,1.0,10000.0,0.0,59000.0,9.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,5.8546,0.0,30.0,30.0,18.0,1.0,10000.0,0.0,110000.0,60.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,2.0027,0.0,31.0,31.0,8.0,1.0,10000.0,0.0,111000.0,10.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,5.0897,0.0,32.0,32.0,4.0,1.0,10000.0,0.0,150000.0,5.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,1.8694,0.0,33.0,33.0,6.0,1.0,10000.0,0.0,40000.0,10.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,2.8573,0.0,34.0,34.0,1.0,1.0,10000.0,0.0,39000.0,6.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,2.256,0.0,35.0,35.0,14.0,1.0,10000.0,0.0,150000.0,30.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,4.7188,0.0,36.0,36.0,78.0,1.0,25000.0,0.0,125000.0,59.0
,,,,,,,,,,,,,,,,,,,,,,,19/05/0022,119,2022-05-19_11h56.43.021,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,5.3169,0.0,37.0,37.0,59.0,1.0,5000.0,0.0,151000.0,150.0
