key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_am,ss_del,ll_am,ll_del,respT.rt
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,0.0,46.0,46.0,78.0,1.0,25000.0,0.0,125000.0,59.0,0.9216
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,0.0,47.0,47.0,61.0,1.0,25000.0,0.0,55000.0,6.0,1.9967
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.0,48.0,48.0,40.0,1.0,5000.0,0.0,14000.0,31.0,1.3691
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,0.0,49.0,49.0,27.0,1.0,10000.0,0.0,61000.0,150.0,4.4893
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,0.0,50.0,50.0,36.0,1.0,5000.0,0.0,36000.0,9.0,1.2732
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.0,51.0,51.0,74.0,1.0,25000.0,0.0,150000.0,29.0,0.9603
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,0.0,52.0,52.0,37.0,1.0,5000.0,0.0,56000.0,9.0,2.1982
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,0.0,53.0,53.0,13.0,1.0,10000.0,0.0,111000.0,30.0,0.7495
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.0,54.0,54.0,29.0,1.0,10000.0,0.0,151000.0,151.0,0.5795
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.0,55.0,55.0,7.0,1.0,10000.0,0.0,59000.0,9.0,1.4457
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,0.0,56.0,56.0,11.0,1.0,10000.0,0.0,39000.0,29.0,0.4011
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,0.0,57.0,57.0,6.0,1.0,10000.0,0.0,40000.0,10.0,0.4028
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.0,58.0,58.0,35.0,1.0,5000.0,0.0,15000.0,11.0,0.2869
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.0,59.0,59.0,84.0,1.0,25000.0,0.0,150000.0,89.0,1.0948
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,0.0,60.0,60.0,83.0,1.0,25000.0,0.0,125000.0,89.0,1.5139
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,0.0,61.0,61.0,54.0,1.0,5000.0,0.0,150000.0,90.0,1.3852
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.0,62.0,62.0,62.0,1.0,25000.0,0.0,75000.0,5.0,1.3042
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,0.0,63.0,63.0,88.0,1.0,25000.0,0.0,125000.0,149.0,1.3899
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.0,64.0,64.0,21.0,1.0,10000.0,0.0,40000.0,91.0,0.9999
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,0.0,65.0,65.0,87.0,1.0,25000.0,0.0,75000.0,151.0,0.9542
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,0.0,66.0,66.0,70.0,1.0,25000.0,0.0,35000.0,30.0,1.1917
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,0.0,67.0,67.0,10.0,1.0,10000.0,0.0,21000.0,31.0,0.9023
