key1_keys,key1_rt,key2_keys,key2_rt,key2_2_keys,key2_2_rt,key2_3_keys,key2_3_rt,key3_keys,key3_rt,key4_keys,key4_rt,respP_keys,respP_corr,respP_rt,Practice_thisRepN,Practice_thisTrialN,Practice_thisN,Practice_thisIndex,Practice_ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5_keys,key5_rt,respT_keys,respT_corr,respT_rt,trials_thisRepN,trials_thisTrialN,trials_thisN,trials_thisIndex,trials_ran,ss_am,ss_del,ll_am,ll_del
space,4.717305,space,2.75786,space,1.61715,space,0.27792,left,0.767065,space,2.501575,left,1.0,0.575095,0.0,0.0,0.0,2.0,1.0,10000.0,19000.0,89.0,2,1,2020-11-11_09h17.52.917,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,left,1.0,0.4884,0.0,1.0,1.0,1.0,1.0,25000.0,35000.0,150.0,2,1,2020-11-11_09h17.52.917,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,left,1.0,0.04967,0.0,2.0,2.0,0.0,1.0,10000.0,109000.0,9.0,2,1,2020-11-11_09h17.52.917,tareaTDv3,2020.2.5,Win32,60,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,1,2020-11-11_09h17.52.917,tareaTDv3,2020.2.5,Win32,60,g,12.55282,right,1.0,1.533995,0.0,0.0,0.0,56.0,1.0,5000.0,0.0,35000.0,150.0
,,,,,,,,,,,,,,,,,,,,,,,2,1,2020-11-11_09h17.52.917,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,0.018955,0.0,1.0,1.0,64.0,1.0,25000.0,0.0,150000.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,2,1,2020-11-11_09h17.52.917,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.82912,0.0,2.0,2.0,57.0,1.0,5000.0,0.0,55000.0,151.0
,,,,,,,,,,,,,,,,,,,,,,,2,1,2020-11-11_09h17.52.917,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.474085,0.0,3.0,3.0,61.0,1.0,25000.0,0.0,55000.0,6.0
,,,,,,,,,,,,,,,,,,,,,,,2,1,2020-11-11_09h17.52.917,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,1.585275,0.0,4.0,4.0,47.0,1.0,5000.0,0.0,56000.0,60.0
,,,,,,,,,,,,,,,,,,,,,,,2,1,2020-11-11_09h17.52.917,tareaTDv3,2020.2.5,Win32,60,,,left,0.0,0.5655,0.0,5.0,5.0,14.0,1.0,10000.0,0.0,150000.0,30.0
,,,,,,,,,,,,,,,,,,,,,,,2,1,2020-11-11_09h17.52.917,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.699915,0.0,6.0,6.0,89.0,1.0,25000.0,0.0,150000.0,150.0
