ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,4.31693289627,,,,,,,,,,,,,,,,,,,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,,,,,,,,,,,,,,,space,20.9798500397,,,,,,,,,,,,,,,,,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,,,,,,,,,,,,,,,,,space,13.9631663577,,,,,,,,,,,,,,,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,,,,,,,,,,,,,,,,,,,space,4.99942322937,,,,,,,,,,,,,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,,,,,,,,,,,,,,,,,,,,,left,5.64901090518,,,,,,,,,,,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,,,,,,,,,,,,,,,,,,,,,,,space,2.23385890399,,,,,,,,,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
10,19,89,,,,,0,0,0,2,,,,,,,,,,,,,,,,,left,1,6.3174885906,,,,,,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
10,109,9,,,,,0,1,1,0,,,,,,,,,,,,,,,,,left,1,4.4507035882,,,,,,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
25,35,150,,,,,0,2,2,1,,,,,,,,,,,,,,,,,right,0,4.84941762616,,,,,,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,32.161439233,,,,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,5,0,15.0,91,,,,,0,0,0,50,,,,,,,,,,,,,,,,,,right,0,5.09990366595,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,25,0,35.0,5,,,,,0,1,1,60,,,,,,,,,,,,,,,,,,right,0,3.64940929844,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,10,0,151.0,11,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,left,1,2.45051287347,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,5,0,14.0,31,,,,,0,3,3,40,,,,,,,,,,,,,,,,,,right,0,2.53367168491,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,25,0,55.0,30,,,,,0,4,4,71,,,,,,,,,,,,,,,,,,right,1,3.13340776856,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,10,0,21.0,31,,,,,0,5,5,10,,,,,,,,,,,,,,,,,,left,1,5.29904580954,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,25,0,55.0,90,,,,,0,6,6,81,,,,,,,,,,,,,,,,,,left,0,4.83224816143,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,5,0,16.0,4,,,,,0,7,7,30,,,,,,,,,,,,,,,,,,right,1,2.28357067297,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,10,0,61.0,150,,,,,0,8,8,27,,,,,,,,,,,,,,,,,,right,1,2.61687933153,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,10,0,61.0,4,,,,,0,9,9,2,,,,,,,,,,,,,,,,,,left,1,2.05023970432,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,5,0,150.0,30,,,,,0,10,10,44,,,,,,,,,,,,,,,,,,right,1,3.96732352721,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,5,0,150.0,90,,,,,0,11,11,54,,,,,,,,,,,,,,,,,,right,1,1.45026972506,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,5,0,35.0,6,,,,,0,12,12,31,,,,,,,,,,,,,,,,,,right,0,2.30137036997,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,25,0,75.0,151,,,,,0,13,13,87,,,,,,,,,,,,,,,,,,left,0,4.25034107605,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,5,0,35.0,89,,,,,0,14,14,51,,,,,,,,,,,,,,,,,,right,0,2.44960556505,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,10,0,60.0,29,,,,,0,15,15,12,,,,,,,,,,,,,,,,,,left,1,2.06619959546,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,10,0,40.0,91,,,,,0,16,16,21,,,,,,,,,,,,,,,,,,right,1,3.91727607988,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,25,0,150.0,29,,,,,0,17,17,74,,,,,,,,,,,,,,,,,,left,1,2.84955950559,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,10,0,111.0,30,,,,,0,18,18,13,,,,,,,,,,,,,,,,,,left,1,3.21657531895,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,5,0,56.0,89,,,,,0,19,19,52,,,,,,,,,,,,,,,,,,left,1,2.18333132856,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,5,0,149.0,59,,,,,0,20,20,49,,,,,,,,,,,,,,,,,,right,1,3.56726009271,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,25,0,55.0,6,,,,,0,21,21,61,,,,,,,,,,,,,,,,,,right,0,4.5665291053,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,5,0,35.0,31,,,,,0,22,22,41,,,,,,,,,,,,,,,,,,right,0,2.46665165632,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,10,0,10.01,150,,,,,0,23,23,25,,,,,,,,,,,,,,,,,,left,0,11.8654571961,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,25,0,35.0,90,,,,,0,24,24,80,,,,,,,,,,,,,,,,,,right,1,3.04915401828,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,10,0,20.0,90,,,,,0,25,25,20,,,,,,,,,,,,,,,,,,right,0,2.4502234601,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,25,0,125.0,149,,,,,0,26,26,88,,,,,,,,,,,,,,,,,,left,0,1.88350055565,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,5,0,15.0,61,,,,,0,27,27,45,,,,,,,,,,,,,,,,,,right,0,4.06581148331,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,25,0,150.0,9,,,,,0,28,28,69,,,,,,,,,,,,,,,,,,left,1,2.83449561358,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,10,0,40.0,10,,,,,0,29,29,6,,,,,,,,,,,,,,,,,,right,1,3.25047884299,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,25,0,75.0,10,,,,,0,30,30,67,,,,,,,,,,,,,,,,,,left,1,10.7492507636,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,5,0,56.0,29,,,,,0,31,31,42,,,,,,,,,,,,,,,,,,left,1,2.31835888699,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,25,0,150.0,89,,,,,0,32,32,84,,,,,,,,,,,,,,,,,,left,1,8.61633648863,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,10,0,61.0,89,,,,,0,33,33,22,,,,,,,,,,,,,,,,,,left,0,4.44921539666,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,25,0,75.0,90,,,,,0,34,34,82,,,,,,,,,,,,,,,,,,right,0,4.38379562378,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,5,0,104.0,5,,,,,0,35,35,33,,,,,,,,,,,,,,,,,,left,1,1.24977561459,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,25,0,125.0,31,,,,,0,36,36,73,,,,,,,,,,,,,,,,,,left,1,1.81776258233,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,25,0,125.0,89,,,,,0,37,37,83,,,,,,,,,,,,,,,,,,left,1,1.23392727342,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,5,0,149.0,10,,,,,0,38,38,39,,,,,,,,,,,,,,,,,,right,1,1.70149394905,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
,,,10,0,20.0,5,,,,,0,39,39,0,,,,,,,,,,,,,,,,,,right,0,3.6668003212,,,001,3.0.3,60.23986770876484,ninosDelConv2,2019_Aug_10_0906,239,
