ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,4.56704242434,,,,,,,,,,,,,,,,,,,,,001,3.0.3,60.32184035333592,ninosDelConv2,2019_Aug_10_0941,205,
,,,,,,,,,,,,,,,,,space,26.2636274993,,,,,,,,,,,,,,,,,,,001,3.0.3,60.32184035333592,ninosDelConv2,2019_Aug_10_0941,205,
,,,,,,,,,,,,,,,,,,,space,22.1803946197,,,,,,,,,,,,,,,,,001,3.0.3,60.32184035333592,ninosDelConv2,2019_Aug_10_0941,205,
,,,,,,,,,,,,,,,,,,,,,space,5.03323989548,,,,,,,,,,,,,,,001,3.0.3,60.32184035333592,ninosDelConv2,2019_Aug_10_0941,205,
,,,,,,,,,,,,,,,,,,,,,,,right,3.3493849067,,,,,,,,,,,,,001,3.0.3,60.32184035333592,ninosDelConv2,2019_Aug_10_0941,205,
,,,,,,,,,,,,,,,,,,,,,,,,,space,1.73409009259,,,,,,,,,,,001,3.0.3,60.32184035333592,ninosDelConv2,2019_Aug_10_0941,205,
25,35,150,,,,,0,0,0,1,,,,,,,,,,,,,,,,,left,0,2.58376107085,,,,,,,,001,3.0.3,60.32184035333592,ninosDelConv2,2019_Aug_10_0941,205,
10,19,89,,,,,0,1,1,2,,,,,,,,,,,,,,,,,left,0,6.26552025322,,,,,,,,001,3.0.3,60.32184035333592,ninosDelConv2,2019_Aug_10_0941,205,
10,109,9,,,,,0,2,2,0,,,,,,,,,,,,,,,,,left,1,2.76669769827,,,,,,,,001,3.0.3,60.32184035333592,ninosDelConv2,2019_Aug_10_0941,205,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,10.8159298785,,,,,,001,3.0.3,60.32184035333592,ninosDelConv2,2019_Aug_10_0941,205,
,,,5,0,106.0,152,,,,,0,0,0,58,,,,,,,,,,,,,,,,,,right,1,3.74970917311,,,001,3.0.3,60.32184035333592,ninosDelConv2,2019_Aug_10_0941,205,
,,,10,0,151.0,151,,,,,0,1,1,29,,,,,,,,,,,,,,,,,,left,1,2.86616858002,,,001,3.0.3,60.32184035333592,ninosDelConv2,2019_Aug_10_0941,205,
