ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,7.36534017918,,,,,,,,,,,,,,,,,,,,,001,3.0.3,59.980174271761236,ninosDelConv2,2019_Aug_10_0850,149,
,,,,,,,,,,,,,,,,,space,12.2660317389,,,,,,,,,,,,,,,,,,,001,3.0.3,59.980174271761236,ninosDelConv2,2019_Aug_10_0850,149,
,,,,,,,,,,,,,,,,,,,space,13.7497153414,,,,,,,,,,,,,,,,,001,3.0.3,59.980174271761236,ninosDelConv2,2019_Aug_10_0850,149,
,,,,,,,,,,,,,,,,,,,,,space,2.45056296856,,,,,,,,,,,,,,,001,3.0.3,59.980174271761236,ninosDelConv2,2019_Aug_10_0850,149,
,,,,,,,,,,,,,,,,,,,,,,,right,4.43164878862,,,,,,,,,,,,,001,3.0.3,59.980174271761236,ninosDelConv2,2019_Aug_10_0850,149,
,,,,,,,,,,,,,,,,,,,,,,,,,space,4.23482339346,,,,,,,,,,,001,3.0.3,59.980174271761236,ninosDelConv2,2019_Aug_10_0850,149,
10,109,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,right,1,1.85060913081,,,,,,,,001,3.0.3,59.980174271761236,ninosDelConv2,2019_Aug_10_0850,149,
25,35,150,,,,,0,1,1,1,,,,,,,,,,,,,,,,,right,1,5.26644401182,,,,,,,,001,3.0.3,59.980174271761236,ninosDelConv2,2019_Aug_10_0850,149,
10,19,89,,,,,0,2,2,2,,,,,,,,,,,,,,,,,left,1,4.56678385427,,,,,,,,001,3.0.3,59.980174271761236,ninosDelConv2,2019_Aug_10_0850,149,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,40.9256895934,,,,,,001,3.0.3,59.980174271761236,ninosDelConv2,2019_Aug_10_0850,149,
