ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,25,0,75.0,31,,,,,0,34,34,72,,,,,,,,,,,,,,,,,,left,1,5.6665198179,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,5,0,35.0,31,,,,,0,35,35,41,,,,,,,,,,,,,,,,,,left,1,2.7840274465,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,150.0,4,,,,,0,36,36,64,,,,,,,,,,,,,,,,,,right,1,1.15070333192,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,149.0,89,,,,,0,37,37,24,,,,,,,,,,,,,,,,,,left,0,1.9504105254,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,111.0,10,,,,,0,38,38,8,,,,,,,,,,,,,,,,,,right,1,1.48468060649,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,150.0,29,,,,,0,39,39,74,,,,,,,,,,,,,,,,,,left,1,5.73277191524,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,125.0,9,,,,,0,40,40,68,,,,,,,,,,,,,,,,,,left,1,3.69999054138,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,39.0,6,,,,,0,41,41,1,,,,,,,,,,,,,,,,,,left,1,1.65005973334,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,5,0,54.0,5,,,,,0,42,42,32,,,,,,,,,,,,,,,,,,left,1,1.63451261289,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,5,0,35.0,150,,,,,0,43,43,56,,,,,,,,,,,,,,,,,,left,0,8.83243561958,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,149.0,61,,,,,0,44,44,19,,,,,,,,,,,,,,,,,,left,1,5.28336379974,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,125.0,89,,,,,0,45,45,83,,,,,,,,,,,,,,,,,,right,0,4.91729861329,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,40.0,91,,,,,0,46,46,21,,,,,,,,,,,,,,,,,,right,0,2.31727198517,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,5,0,104.0,90,,,,,0,47,47,53,,,,,,,,,,,,,,,,,,left,1,6.0980906919,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,150.0,5,,,,,0,48,48,4,,,,,,,,,,,,,,,,,,right,1,2.16786201907,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,55.0,151,,,,,0,49,49,86,,,,,,,,,,,,,,,,,,right,0,3.88298021088,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,151.0,151,,,,,0,50,50,29,,,,,,,,,,,,,,,,,,left,0,3.13450850046,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,125.0,59,,,,,0,51,51,78,,,,,,,,,,,,,,,,,,right,1,3.03267547826,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,20.0,90,,,,,0,52,52,20,,,,,,,,,,,,,,,,,,right,0,2.5005299921,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,55.0,6,,,,,0,53,53,61,,,,,,,,,,,,,,,,,,left,1,1.63325934348,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,5,0,105.0,60,,,,,0,54,54,48,,,,,,,,,,,,,,,,,,right,1,2.64984074535,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,35.0,11,,,,,0,55,55,65,,,,,,,,,,,,,,,,,,right,0,5.63276070883,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,5,0,151.0,150,,,,,0,56,56,59,,,,,,,,,,,,,,,,,,left,1,4.83245875209,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,5,0,151.0,4,,,,,0,57,57,34,,,,,,,,,,,,,,,,,,left,1,3.21662694725,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,35.0,5,,,,,0,58,58,60,,,,,,,,,,,,,,,,,,left,1,3.23297702373,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,55.0,30,,,,,0,59,59,71,,,,,,,,,,,,,,,,,,left,0,4.56635285239,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,35.0,90,,,,,0,60,60,80,,,,,,,,,,,,,,,,,,left,0,4.41658613115,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,5,0,14.0,149,,,,,0,61,61,55,,,,,,,,,,,,,,,,,,left,0,2.74959852197,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,35.0,150,,,,,0,62,62,85,,,,,,,,,,,,,,,,,,left,0,6.38263527906,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,109.0,149,,,,,0,63,63,28,,,,,,,,,,,,,,,,,,left,0,3.64960684971,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,75.0,90,,,,,0,64,64,82,,,,,,,,,,,,,,,,,,left,1,2.93326263342,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,35.0,60,,,,,0,65,65,75,,,,,,,,,,,,,,,,,,right,0,3.54966658304,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,5,0,35.0,89,,,,,0,66,66,51,,,,,,,,,,,,,,,,,,right,0,1.71553303531,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,5,0,15.0,11,,,,,0,67,67,35,,,,,,,,,,,,,,,,,,right,1,1.2998686072,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,151.0,11,,,,,0,68,68,9,,,,,,,,,,,,,,,,,,right,1,2.51745529767,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,75.0,59,,,,,0,69,69,77,,,,,,,,,,,,,,,,,,right,0,2.66654243637,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,5,0,16.0,4,,,,,0,70,70,30,,,,,,,,,,,,,,,,,,right,1,1.73341551382,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,61.0,89,,,,,0,71,71,22,,,,,,,,,,,,,,,,,,left,0,1.55006240646,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,125.0,31,,,,,0,72,72,73,,,,,,,,,,,,,,,,,,right,1,1.76719415703,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,19.0,11,,,,,0,73,73,5,,,,,,,,,,,,,,,,,,right,0,3.10045586518,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,55.0,11,,,,,0,74,74,66,,,,,,,,,,,,,,,,,,right,1,2.26635161866,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,75.0,5,,,,,0,75,75,62,,,,,,,,,,,,,,,,,,right,1,2.18405993487,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,5,0,56.0,89,,,,,0,76,76,52,,,,,,,,,,,,,,,,,,right,0,4.19970266981,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,61.0,150,,,,,0,77,77,27,,,,,,,,,,,,,,,,,,left,0,2.68437350923,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,20.0,5,,,,,0,78,78,0,,,,,,,,,,,,,,,,,,left,1,3.48357075881,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,40.0,10,,,,,0,79,79,6,,,,,,,,,,,,,,,,,,left,1,2.90034400651,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,5,0,150.0,90,,,,,0,80,80,54,,,,,,,,,,,,,,,,,,right,0,2.15111817539,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,55.0,60,,,,,0,81,81,76,,,,,,,,,,,,,,,,,,left,0,2.90006178958,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,5,0,14.0,31,,,,,0,82,82,40,,,,,,,,,,,,,,,,,,right,0,2.45000082249,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,39.0,150,,,,,0,83,83,26,,,,,,,,,,,,,,,,,,left,0,1.4009804083,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,150.0,61,,,,,0,84,84,79,,,,,,,,,,,,,,,,,,right,1,3.13251807421,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,21.0,31,,,,,0,85,85,10,,,,,,,,,,,,,,,,,,left,1,7.20053441299,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,110.0,90,,,,,0,86,86,23,,,,,,,,,,,,,,,,,,left,1,4.53396370352,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,150.0,30,,,,,0,87,87,14,,,,,,,,,,,,,,,,,,right,1,2.33336246319,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,25,0,150.0,89,,,,,0,88,88,84,,,,,,,,,,,,,,,,,,left,0,3.11696632724,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
,,,10,0,60.0,60,,,,,0,89,89,17,,,,,,,,,,,,,,,,,,right,1,10.1489771307,001,3.0.3,60.04660968324562,ninosDelConv2,2019_Aug_10_0921,223,
