ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,6.93318305776,,,,,,,,,,,,,,,,,,,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
,,,,,,,,,,,,,,,,,space,26.44579464,,,,,,,,,,,,,,,,,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
,,,,,,,,,,,,,,,,,,,space,15.3644972665,,,,,,,,,,,,,,,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
,,,,,,,,,,,,,,,,,,,,,space,5.98256220715,,,,,,,,,,,,,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
,,,,,,,,,,,,,,,,,,,,,,,right,3.85045044118,,,,,,,,,,,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
,,,,,,,,,,,,,,,,,,,,,,,,,space,3.73295173276,,,,,,,,,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
10,109,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,right,1,5.9337839887,,,,,,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
10,19,89,,,,,0,1,1,2,,,,,,,,,,,,,,,,,left,0,3.06706523109,,,,,,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
25,35,150,,,,,0,2,2,1,,,,,,,,,,,,,,,,,left,0,5.86660772163,,,,,,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,35.542982499,,,,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
,,,10,0,40.0,91,,,,,0,0,0,21,,,,,,,,,,,,,,,,,,left,0,14.4803818405,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
,,,25,0,150.0,29,,,,,0,1,1,74,,,,,,,,,,,,,,,,,,left,0,10.4156761244,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
,,,5,0,35.0,31,,,,,0,2,2,41,,,,,,,,,,,,,,,,,,right,1,4.76677350455,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
,,,10,0,61.0,150,,,,,0,3,3,27,,,,,,,,,,,,,,,,,,right,0,2.76653035625,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
,,,25,0,75.0,31,,,,,0,4,4,72,,,,,,,,,,,,,,,,,,right,0,2.30068138064,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
,,,25,0,125.0,31,,,,,0,5,5,73,,,,,,,,,,,,,,,,,,left,0,4.36662956898,,,001,3.0.3,60.02298709245376,ninosDelConv2,2019_Aug_10_0908,283,
