key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,session,psychopyVersion,frameRate,expName,date,participant,
space,1.31535092884,,,,,,,,,,,001,3.0.3,60.18752629523886,ninosDelConv2,2019_Aug_10_0832,291,
,,space,0.466978253855,,,,,,,,,001,3.0.3,60.18752629523886,ninosDelConv2,2019_Aug_10_0832,291,
,,,,space,0.148296234664,,,,,,,001,3.0.3,60.18752629523886,ninosDelConv2,2019_Aug_10_0832,291,
,,,,,,space,0.450830176589,,,,,001,3.0.3,60.18752629523886,ninosDelConv2,2019_Aug_10_0832,291,
,,,,,,,,left,0.567710322648,,,001,3.0.3,60.18752629523886,ninosDelConv2,2019_Aug_10_0832,291,
,,,,,,,,,,space,2.01709240023,001,3.0.3,60.18752629523886,ninosDelConv2,2019_Aug_10_0832,291,
