ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro1.started,intro1.stopped,key1.keys,key1.rt,key1.started,key1.stopped,intro2.started,intro2.stopped,key2.keys,key2.rt,key2.started,key2.stopped,intro2_2.started,intro2_2.stopped,key2_2.keys,key2_2.rt,key2_2.started,key2_2.stopped,Intro2_3.started,Intro2_3.stopped,key2_3.keys,key2_3.rt,key2_3.started,key2_3.stopped,key3.keys,key3.rt,key3.started,key3.stopped,intro3.started,intro3.stopped,ss_am.started,ss_am.stopped,ss_del.started,ss_del.stopped,ll_am.started,ll_am.stopped,ll_del.started,ll_del.stopped,Intro4.started,Intro4.stopped,key4.keys,key4.rt,key4.started,key4.stopped,pregunta.started,pregunta.stopped,ssAm_P.started,ssAm_P.stopped,ssDel_P.started,ssDel_P.stopped,llAm_P.started,llAm_P.stopped,llDel_P.started,llDel_P.stopped,respP.keys,respP.corr,respP.rt,respP.started,respP.stopped,feedbackP.started,feedbackP.stopped,comienzo.started,comienzo.stopped,key5.keys,key5.rt,key5.started,key5.stopped,preguntaT.started,preguntaT.stopped,ssAm_T.started,ssAm_T.stopped,ssDel_T.started,ssDel_T.stopped,llAm_T.started,llAm_T.stopped,llDel_T.started,llDel_T.stopped,respT.keys,respT.corr,respT.rt,respT.started,respT.stopped,textfbT.started,textfbT.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,25,0,75.0,10,,,,,0,76,76,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.1884172999999,None,626.1884172999999,None,626.1884172999999,None,626.1884172999999,None,626.1884172999999,None,left,1,1.1671922000095947,626.680720999997,None,627.8736215999961,None,001,137,2019_Aug_10_0851,ninosDelConv2,3.1.5,60.6757457786095,
,,,5,0,105.0,60,,,,,0,77,77,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.8851265999983,None,630.8851265999983,None,630.8851265999983,None,630.8851265999983,None,630.8851265999983,None,right,1,3.9326942000043346,631.3806076999899,None,635.3291836999997,None,001,137,2019_Aug_10_0851,ninosDelConv2,3.1.5,60.6757457786095,
,,,25,0,125.0,59,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.3555716999981,None,638.3555716999981,None,638.3555716999981,None,638.3555716999981,None,638.3555716999981,None,left,1,0.9593301999993855,638.8456698999944,None,639.8283171999938,None,001,137,2019_Aug_10_0851,ninosDelConv2,3.1.5,60.6757457786095,
,,,10,0,60.0,60,,,,,0,79,79,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.8392584999965,None,642.8392584999965,None,642.8392584999965,None,642.8392584999965,None,642.8392584999965,None,right,0,8.401815000004717,643.3444281999982,None,651.7884146999859,None,001,137,2019_Aug_10_0851,ninosDelConv2,3.1.5,60.6757457786095,
,,,10,0,61.0,89,,,,,0,80,80,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.7961854999885,None,654.7961854999885,None,654.7961854999885,None,654.7961854999885,None,654.7961854999885,None,left,1,5.18132489999698,655.2926942999911,None,660.5021593999991,None,001,137,2019_Aug_10_0851,ninosDelConv2,3.1.5,60.6757457786095,
,,,5,0,151.0,150,,,,,0,81,81,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.5155475999927,None,663.5155475999927,None,663.5155475999927,None,663.5155475999927,None,663.5155475999927,None,left,1,2.046563600000809,664.0071757999976,None,666.0733369999944,None,001,137,2019_Aug_10_0851,ninosDelConv2,3.1.5,60.6757457786095,
,,,25,0,35.0,150,,,,,0,82,82,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.0725361999939,None,669.0725361999939,None,669.0725361999939,None,669.0725361999939,None,669.0725361999939,None,right,0,1.0392705999984173,669.5885717999918,None,670.6648139999888,None,001,137,2019_Aug_10_0851,ninosDelConv2,3.1.5,60.6757457786095,
,,,10,0,150.0,5,,,,,0,83,83,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.6789107999939,None,673.6789107999939,None,673.6789107999939,None,673.6789107999939,None,673.6789107999939,None,right,1,1.2371090999949956,674.1716236999928,None,675.4435694999993,None,001,137,2019_Aug_10_0851,ninosDelConv2,3.1.5,60.6757457786095,
,,,25,0,150.0,9,,,,,0,84,84,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.4384300999955,None,678.4384300999955,None,678.4384300999955,None,678.4384300999955,None,678.4384300999955,None,right,1,1.0198881000105757,678.9548610999918,None,680.0041893999878,None,001,137,2019_Aug_10_0851,ninosDelConv2,3.1.5,60.6757457786095,
,,,5,0,16.0,4,,,,,0,85,85,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.0263027999899,None,683.0263027999899,None,683.0263027999899,None,683.0263027999899,None,683.0263027999899,None,right,1,1.283950900004129,683.5203774999973,None,684.8210533999954,None,001,137,2019_Aug_10_0851,ninosDelConv2,3.1.5,60.6757457786095,
,,,25,0,150.0,4,,,,,0,86,86,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.8179758999904,None,687.8179758999904,None,687.8179758999904,None,687.8179758999904,None,687.8179758999904,None,right,1,1.4885607999895,688.3356440999924,None,689.8531187999906,None,001,137,2019_Aug_10_0851,ninosDelConv2,3.1.5,60.6757457786095,
,,,25,0,150.0,150,,,,,0,87,87,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.8629820999922,None,692.8629820999922,None,692.8629820999922,None,692.8629820999922,None,692.8629820999922,None,left,0,1.1556492999952752,693.3676209999976,None,694.5615211999975,None,001,137,2019_Aug_10_0851,ninosDelConv2,3.1.5,60.6757457786095,
,,,10,0,21.0,31,,,,,0,88,88,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.5761319999874,None,697.5761319999874,None,697.5761319999874,None,697.5761319999874,None,697.5761319999874,None,left,0,3.1324224000127288,698.0677524999919,None,701.2179371999955,None,001,137,2019_Aug_10_0851,ninosDelConv2,3.1.5,60.6757457786095,
,,,25,0,125.0,4,,,,,0,89,89,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.2324350999988,None,704.2324350999988,None,704.2324350999988,None,704.2324350999988,None,704.2324350999988,None,left,1,1.4021858000050997,704.7329377999995,None,706.17292859999,None,001,137,2019_Aug_10_0851,ninosDelConv2,3.1.5,60.6757457786095,
