ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,21.681205894,,,,,,,,,,,,,,,,,,,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,,,,,,,,,,,,,,,space,8.48406322484,,,,,,,,,,,,,,,,,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,,,,,,,,,,,,,,,,,space,1.60026874865,,,,,,,,,,,,,,,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,,,,,,,,,,,,,,,,,,,space,3.23368796366,,,,,,,,,,,,,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,,,,,,,,,,,,,,,,,,,,,right,4.6994045171,,,,,,,,,,,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,,,,,,,,,,,,,,,,,,,,,,,space,0.984335674701,,,,,,,,,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
10,19,89,,,,,0,0,0,2,,,,,,,,,,,,,,,,,left,0,4.61556141122,,,,,,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
10,109,9,,,,,0,1,1,0,,,,,,,,,,,,,,,,,right,1,4.44887966558,,,,,,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
25,35,150,,,,,0,2,2,1,,,,,,,,,,,,,,,,,left,0,2.38283576106,,,,,,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,50.4399474223,,,,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,35.0,60,,,,,0,0,0,75,,,,,,,,,,,,,,,,,,right,0,4.06569588836,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,105.0,60,,,,,0,1,1,48,,,,,,,,,,,,,,,,,,right,1,1.85032426676,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,40.0,10,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,left,1,4.0998348851,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,106.0,29,,,,,0,3,3,43,,,,,,,,,,,,,,,,,,left,1,2.18332689049,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,35.0,90,,,,,0,4,4,80,,,,,,,,,,,,,,,,,,right,1,9.96502926009,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,35.0,11,,,,,0,5,5,65,,,,,,,,,,,,,,,,,,left,1,2.01703582765,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,150.0,4,,,,,0,6,6,64,,,,,,,,,,,,,,,,,,right,1,0.734683690855,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,150.0,89,,,,,0,7,7,84,,,,,,,,,,,,,,,,,,right,1,1.26713658273,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,35.0,150,,,,,0,8,8,85,,,,,,,,,,,,,,,,,,left,0,1.53443098074,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,36.0,61,,,,,0,9,9,46,,,,,,,,,,,,,,,,,,right,1,0.384135295521,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,125.0,149,,,,,0,10,10,88,,,,,,,,,,,,,,,,,,right,0,1.0336562978,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,40.0,91,,,,,0,11,11,21,,,,,,,,,,,,,,,,,,right,0,2.34990788111,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,14.0,149,,,,,0,12,12,55,,,,,,,,,,,,,,,,,,left,1,1.16705289434,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,56.0,9,,,,,0,13,13,37,,,,,,,,,,,,,,,,,,left,1,1.58415153972,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,15.0,61,,,,,0,14,14,45,,,,,,,,,,,,,,,,,,left,1,0.900294143037,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,150.0,5,,,,,0,15,15,4,,,,,,,,,,,,,,,,,,left,1,2.08342363589,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,35.0,5,,,,,0,16,16,60,,,,,,,,,,,,,,,,,,left,1,1.28330519731,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,20.0,59,,,,,0,17,17,15,,,,,,,,,,,,,,,,,,left,1,1.93272133209,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,151.0,150,,,,,0,18,18,59,,,,,,,,,,,,,,,,,,left,0,4.20011340085,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,104.0,10,,,,,0,19,19,38,,,,,,,,,,,,,,,,,,right,1,0.8670388092,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,150.0,9,,,,,0,20,20,69,,,,,,,,,,,,,,,,,,left,1,0.367391965934,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,55.0,151,,,,,0,21,21,86,,,,,,,,,,,,,,,,,,left,0,0.934046055336,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,110.0,90,,,,,0,22,22,23,,,,,,,,,,,,,,,,,,left,1,2.05038317762,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,54.0,5,,,,,0,23,23,32,,,,,,,,,,,,,,,,,,right,1,2.11667228703,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,55.0,6,,,,,0,24,24,61,,,,,,,,,,,,,,,,,,right,1,0.533202386025,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,39.0,6,,,,,0,25,25,1,,,,,,,,,,,,,,,,,,left,1,1.40123126781,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,75.0,151,,,,,0,26,26,87,,,,,,,,,,,,,,,,,,right,0,2.21626916403,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,55.0,11,,,,,0,27,27,66,,,,,,,,,,,,,,,,,,right,1,0.900734689349,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,21.0,31,,,,,0,28,28,10,,,,,,,,,,,,,,,,,,right,1,0.866548399441,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,14.0,31,,,,,0,29,29,40,,,,,,,,,,,,,,,,,,right,1,1.36652732312,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,106.0,152,,,,,0,30,30,58,,,,,,,,,,,,,,,,,,right,0,0.584651202487,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,56.0,60,,,,,0,31,31,47,,,,,,,,,,,,,,,,,,right,1,0.950214669923,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,61.0,89,,,,,0,32,32,22,,,,,,,,,,,,,,,,,,right,1,0.76652536972,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,109.0,149,,,,,0,33,33,28,,,,,,,,,,,,,,,,,,left,0,1.00090422513,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,150.0,150,,,,,0,34,34,89,,,,,,,,,,,,,,,,,,right,1,1.63370297413,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,125.0,9,,,,,0,35,35,68,,,,,,,,,,,,,,,,,,left,1,0.800698294159,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,15.0,91,,,,,0,36,36,50,,,,,,,,,,,,,,,,,,left,1,1.89953436775,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,151.0,11,,,,,0,37,37,9,,,,,,,,,,,,,,,,,,right,1,1.1506102877,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,149.0,10,,,,,0,38,38,39,,,,,,,,,,,,,,,,,,left,1,0.716680409096,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,39.0,150,,,,,0,39,39,26,,,,,,,,,,,,,,,,,,right,1,1.55025569163,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,55.0,60,,,,,0,40,40,76,,,,,,,,,,,,,,,,,,left,1,1.26719518515,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,150.0,30,,,,,0,41,41,44,,,,,,,,,,,,,,,,,,right,1,3.4501113446,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,109.0,5,,,,,0,42,42,3,,,,,,,,,,,,,,,,,,right,1,0.600039993587,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,110.0,60,,,,,0,43,43,18,,,,,,,,,,,,,,,,,,right,1,0.733857088198,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,10.01,150,,,,,0,44,44,25,,,,,,,,,,,,,,,,,,left,0,1.48394344971,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,125.0,89,,,,,0,45,45,83,,,,,,,,,,,,,,,,,,left,1,1.81682938265,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,150.0,29,,,,,0,46,46,74,,,,,,,,,,,,,,,,,,left,1,0.734423064278,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,55.0,30,,,,,0,47,47,71,,,,,,,,,,,,,,,,,,right,1,0.667682613392,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,111.0,10,,,,,0,48,48,8,,,,,,,,,,,,,,,,,,right,1,0.650541404175,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,59.0,9,,,,,0,49,49,7,,,,,,,,,,,,,,,,,,right,1,0.500466249126,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,75.0,59,,,,,0,50,50,77,,,,,,,,,,,,,,,,,,right,1,1.39948758861,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,104.0,5,,,,,0,51,51,33,,,,,,,,,,,,,,,,,,left,1,0.350483110175,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,35.0,6,,,,,0,52,52,31,,,,,,,,,,,,,,,,,,right,1,0.317379936983,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,16.0,4,,,,,0,53,53,30,,,,,,,,,,,,,,,,,,right,1,0.183625557256,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,111.0,30,,,,,0,54,54,13,,,,,,,,,,,,,,,,,,left,1,0.166714645253,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,75.0,10,,,,,0,55,55,67,,,,,,,,,,,,,,,,,,left,1,0.534223816037,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,61.0,4,,,,,0,56,56,2,,,,,,,,,,,,,,,,,,left,1,0.649987765471,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,125.0,4,,,,,0,57,57,63,,,,,,,,,,,,,,,,,,right,1,0.30057697685,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,35.0,30,,,,,0,58,58,70,,,,,,,,,,,,,,,,,,right,1,0.433130006917,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,60.0,29,,,,,0,59,59,12,,,,,,,,,,,,,,,,,,left,1,0.617163210816,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,104.0,90,,,,,0,60,60,53,,,,,,,,,,,,,,,,,,right,1,0.18375818379,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,20.0,90,,,,,0,61,61,20,,,,,,,,,,,,,,,,,,left,1,0.484474983969,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,39.0,59,,,,,0,62,62,16,,,,,,,,,,,,,,,,,,right,1,0.333241659944,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,75.0,31,,,,,0,63,63,72,,,,,,,,,,,,,,,,,,left,1,0.383121576393,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,20.0,5,,,,,0,64,64,0,,,,,,,,,,,,,,,,,,right,1,0.750234409701,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,56.0,29,,,,,0,65,65,42,,,,,,,,,,,,,,,,,,left,1,0.833911989437,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,19.0,11,,,,,0,66,66,5,,,,,,,,,,,,,,,,,,left,1,0.65003403055,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,36.0,9,,,,,0,67,67,36,,,,,,,,,,,,,,,,,,left,1,0.266535650822,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,39.0,29,,,,,0,68,68,11,,,,,,,,,,,,,,,,,,left,1,0.534249004791,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,60.0,60,,,,,0,69,69,17,,,,,,,,,,,,,,,,,,left,1,0.284401679499,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,10,0,149.0,89,,,,,0,70,70,24,,,,,,,,,,,,,,,,,,right,1,0.383809383813,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,5,0,149.0,59,,,,,0,71,71,49,,,,,,,,,,,,,,,,,,right,1,0.200504597713,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
,,,25,0,150.0,61,,,,,0,72,72,79,,,,,,,,,,,,,,,,,,right,1,0.250023132539,001,3.0.3,60.10727968788866,ninosDelConv2,2019_Aug_10_0908,281,
