ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,5.63433629158,,,,,,,,,,,,,,,,,,,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,,,,,,,,,,,,,,,space,28.8456612615,,,,,,,,,,,,,,,,,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,,,,,,,,,,,,,,,,,space,2.93403783045,,,,,,,,,,,,,,,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,,,,,,,,,,,,,,,,,,,space,3.93292027188,,,,,,,,,,,,,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,,,,,,,,,,,,,,,,,,,,,left,3.50087646616,,,,,,,,,,,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,,,,,,,,,,,,,,,,,,,,,,,space,2.4166246854,,,,,,,,,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
10,109,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,right,0,6.66581247631,,,,,,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
25,35,150,,,,,0,1,1,1,,,,,,,,,,,,,,,,,right,1,5.06625569565,,,,,,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
10,19,89,,,,,0,2,2,2,,,,,,,,,,,,,,,,,right,0,2.30003361928,,,,,,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,25.1630216644,,,,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,5,0,15.0,91,,,,,0,0,0,50,,,,,,,,,,,,,,,,,,left,0,3.84996802569,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,10,0,39.0,6,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,left,0,3.90078403882,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,5,0,56.0,89,,,,,0,2,2,52,,,,,,,,,,,,,,,,,,right,0,2.31679905334,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,10,0,109.0,5,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,left,1,2.71726283501,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,25,0,125.0,4,,,,,0,4,4,63,,,,,,,,,,,,,,,,,,right,0,3.88252013049,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,5,0,106.0,29,,,,,0,5,5,43,,,,,,,,,,,,,,,,,,right,1,6.99904642545,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,5,0,36.0,9,,,,,0,6,6,36,,,,,,,,,,,,,,,,,,left,1,2.68324001506,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,10,0,109.0,149,,,,,0,7,7,28,,,,,,,,,,,,,,,,,,left,0,4.26654696011,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,10,0,61.0,150,,,,,0,8,8,27,,,,,,,,,,,,,,,,,,left,0,4.06766626635,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,25,0,55.0,90,,,,,0,9,9,81,,,,,,,,,,,,,,,,,,left,0,2.31775828253,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,10,0,111.0,30,,,,,0,10,10,13,,,,,,,,,,,,,,,,,,left,0,2.10038235504,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,10,0,59.0,9,,,,,0,11,11,7,,,,,,,,,,,,,,,,,,right,0,3.56717842689,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,5,0,105.0,60,,,,,0,12,12,48,,,,,,,,,,,,,,,,,,left,1,2.75039325317,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,10,0,39.0,150,,,,,0,13,13,26,,,,,,,,,,,,,,,,,,left,0,1.451646831,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
,,,25,0,55.0,30,,,,,0,14,14,71,,,,,,,,,,,,,,,,,,right,0,3.14988803852,,,001,3.0.3,59.991426761754894,ninosDelConv2,2019_Aug_10_0920,206,
