ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,4.26729683089,,,,,,,,,,,,,,,,,,,,,001,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,,,,,,,,,,,,,,,space,18.2466456555,,,,,,,,,,,,,,,,,,,001,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,,,,,,,,,,,,,,,,,space,21.7962420443,,,,,,,,,,,,,,,,,001,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,,,,,,,,,,,,,,,,,,,space,5.11639617896,,,,,,,,,,,,,,,001,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,,,,,,,,,,,,,,,,,,,,,left,16.9316192304,,,,,,,,,,,,,001,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,,,,,,,,,,,,,,,,,,,,,,,space,4.48415859044,,,,,,,,,,,001,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
10,109,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,right,1,4.8000887261,,,,,,,,001,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
10,19,89,,,,,0,1,1,2,,,,,,,,,,,,,,,,,left,0,2.71643483592,,,,,,,,001,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
25,35,150,,,,,0,2,2,1,,,,,,,,,,,,,,,,,right,0,6.78241496359,,,,,,,,001,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,223.223358914,,,,,,001,3.0.3,59.78826987447835,ninosDelConv2,2019_Aug_24_0758,226,
