ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,7.6157027767,,,,,,,,,,,,,,,,,,,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,,,,,,,,,,,,,,,space,36.0601954852,,,,,,,,,,,,,,,,,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,,,,,,,,,,,,,,,,,space,21.2963313854,,,,,,,,,,,,,,,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,,,,,,,,,,,,,,,,,,,space,5.01601645385,,,,,,,,,,,,,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,,,,,,,,,,,,,,,,,,,,,right,11.5647644183,,,,,,,,,,,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,,,,,,,,,,,,,,,,,,,,,,,space,14.4975515496,,,,,,,,,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
10,19,89,,,,,0,0,0,2,,,,,,,,,,,,,,,,,None,0,,,,,,,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
10,109,9,,,,,0,1,1,0,,,,,,,,,,,,,,,,,right,1,10.6981394244,,,,,,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
25,35,150,,,,,0,2,2,1,,,,,,,,,,,,,,,,,left,0,4.78281992814,,,,,,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,5.7491739114,,,,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,5,0,150.0,30,,,,,0,0,0,44,,,,,,,,,,,,,,,,,,right,1,8.01557179517,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,25,0,75.0,31,,,,,0,1,1,72,,,,,,,,,,,,,,,,,,left,0,10.8151386513,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,5,0,104.0,10,,,,,0,2,2,38,,,,,,,,,,,,,,,,,,right,1,2.14984485775,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,5,0,150.0,90,,,,,0,3,3,54,,,,,,,,,,,,,,,,,,left,0,2.84952079668,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,10,0,19.0,11,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,left,1,3.78289549437,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,5,0,35.0,6,,,,,0,5,5,31,,,,,,,,,,,,,,,,,,left,1,2.96658119629,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,25,0,35.0,11,,,,,0,6,6,65,,,,,,,,,,,,,,,,,,right,1,10.3656112747,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,5,0,35.0,31,,,,,0,7,7,41,,,,,,,,,,,,,,,,,,left,1,6.74971881113,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,25,0,55.0,11,,,,,0,8,8,66,,,,,,,,,,,,,,,,,,right,1,4.01624880743,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,10,0,61.0,150,,,,,0,9,9,27,,,,,,,,,,,,,,,,,,left,1,4.03292016906,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,5,0,55.0,151,,,,,0,10,10,57,,,,,,,,,,,,,,,,,,left,0,2.63318994583,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,5,0,149.0,59,,,,,0,11,11,49,,,,,,,,,,,,,,,,,,left,1,3.56631841068,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,25,0,150.0,9,,,,,0,12,12,69,,,,,,,,,,,,,,,,,,right,1,2.24975273886,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,25,0,125.0,4,,,,,0,13,13,63,,,,,,,,,,,,,,,,,,left,1,2.7829674622,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,5,0,56.0,60,,,,,0,14,14,47,,,,,,,,,,,,,,,,,,right,1,4.59937120625,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,10,0,110.0,60,,,,,0,15,15,18,,,,,,,,,,,,,,,,,,left,0,2.6665126211,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,10,0,60.0,60,,,,,0,16,16,17,,,,,,,,,,,,,,,,,,left,1,2.33336965996,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,5,0,151.0,4,,,,,0,17,17,34,,,,,,,,,,,,,,,,,,left,1,2.8497367003,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,10,0,20.0,59,,,,,0,18,18,15,,,,,,,,,,,,,,,,,,left,1,2.36681005405,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,10,0,20.0,5,,,,,0,19,19,0,,,,,,,,,,,,,,,,,,left,1,2.19978903129,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,25,0,75.0,10,,,,,0,20,20,67,,,,,,,,,,,,,,,,,,right,1,2.75008584745,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
,,,10,0,40.0,91,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,left,1,2.18344563758,,,001,3.0.3,59.989761757828106,ninosDelConv2,2019_Aug_10_0924,190,
