ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,32.9119062527,,,,,,,,,,,,,,,,,,,,,001,3.0.3,60.31214639496917,ninosDelConv2,2019_Aug_10_0850,286,
,,,,,,,,,,,,,,,,,space,12.7983251034,,,,,,,,,,,,,,,,,,,001,3.0.3,60.31214639496917,ninosDelConv2,2019_Aug_10_0850,286,
,,,,,,,,,,,,,,,,,,,space,52.9247843793,,,,,,,,,,,,,,,,,001,3.0.3,60.31214639496917,ninosDelConv2,2019_Aug_10_0850,286,
,,,,,,,,,,,,,,,,,,,,,space,6.80019112607,,,,,,,,,,,,,,,001,3.0.3,60.31214639496917,ninosDelConv2,2019_Aug_10_0850,286,
,,,,,,,,,,,,,,,,,,,,,,,right,4.15081678331,,,,,,,,,,,,,001,3.0.3,60.31214639496917,ninosDelConv2,2019_Aug_10_0850,286,
,,,,,,,,,,,,,,,,,,,,,,,,,space,6.13322733506,,,,,,,,,,,001,3.0.3,60.31214639496917,ninosDelConv2,2019_Aug_10_0850,286,
10,19,89,,,,,0,0,0,2,,,,,,,,,,,,,,,,,right,0,6.71600934351,,,,,,,,001,3.0.3,60.31214639496917,ninosDelConv2,2019_Aug_10_0850,286,
10,109,9,,,,,0,1,1,0,,,,,,,,,,,,,,,,,right,1,3.93325190688,,,,,,,,001,3.0.3,60.31214639496917,ninosDelConv2,2019_Aug_10_0850,286,
25,35,150,,,,,0,2,2,1,,,,,,,,,,,,,,,,,right,0,4.61596739653,,,,,,,,001,3.0.3,60.31214639496917,ninosDelConv2,2019_Aug_10_0850,286,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,23.1459949396,,,,,,001,3.0.3,60.31214639496917,ninosDelConv2,2019_Aug_10_0850,286,
,,,10,0,40.0,91,,,,,0,0,0,21,,,,,,,,,,,,,,,,,,right,0,3.65098590765,,,001,3.0.3,60.31214639496917,ninosDelConv2,2019_Aug_10_0850,286,
,,,25,0,150.0,4,,,,,0,1,1,64,,,,,,,,,,,,,,,,,,right,1,1.9008118998,,,001,3.0.3,60.31214639496917,ninosDelConv2,2019_Aug_10_0850,286,
,,,5,0,35.0,31,,,,,0,2,2,41,,,,,,,,,,,,,,,,,,right,0,3.4996447874,,,001,3.0.3,60.31214639496917,ninosDelConv2,2019_Aug_10_0850,286,
