ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,5.26686039727,,,,,,,,,,,,,,,,,,,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,,,,,,,,,,,,,,,space,24.1786607091,,,,,,,,,,,,,,,,,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,,,,,,,,,,,,,,,,,space,22.7459658163,,,,,,,,,,,,,,,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,,,,,,,,,,,,,,,,,,,space,4.89943931902,,,,,,,,,,,,,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,,,,,,,,,,,,,,,,,,,,,left,12.4979224423,,,,,,,,,,,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,,,,,,,,,,,,,,,,,,,,,,,space,3.48298191602,,,,,,,,,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
25,35,150,,,,,0,0,0,1,,,,,,,,,,,,,,,,,left,0,6.76559402009,,,,,,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
10,109,9,,,,,0,1,1,0,,,,,,,,,,,,,,,,,left,1,3.73295557065,,,,,,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
10,19,89,,,,,0,2,2,2,,,,,,,,,,,,,,,,,right,0,3.99957487561,,,,,,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,24.0288940649,,,,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,25,0,125.0,9,,,,,0,0,0,68,,,,,,,,,,,,,,,,,,left,1,3.33297263731,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,5,0,54.0,5,,,,,0,1,1,32,,,,,,,,,,,,,,,,,,left,1,1.81669376599,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,5,0,56.0,60,,,,,0,2,2,47,,,,,,,,,,,,,,,,,,left,1,2.69963445471,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,25,0,150.0,29,,,,,0,3,3,74,,,,,,,,,,,,,,,,,,right,1,2.81647323593,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,10,0,40.0,91,,,,,0,4,4,21,,,,,,,,,,,,,,,,,,left,1,3.582901055,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,10,0,111.0,30,,,,,0,5,5,13,,,,,,,,,,,,,,,,,,left,1,2.74970146192,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,10,0,151.0,151,,,,,0,6,6,29,,,,,,,,,,,,,,,,,,right,0,3.71628010505,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,25,0,55.0,30,,,,,0,7,7,71,,,,,,,,,,,,,,,,,,right,0,4.68273434661,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,5,0,149.0,59,,,,,0,8,8,49,,,,,,,,,,,,,,,,,,right,1,2.83291377789,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,25,0,75.0,10,,,,,0,9,9,67,,,,,,,,,,,,,,,,,,right,1,2.28318681878,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,10,0,151.0,11,,,,,0,10,10,9,,,,,,,,,,,,,,,,,,right,1,2.04993283857,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,5,0,14.0,31,,,,,0,11,11,40,,,,,,,,,,,,,,,,,,left,0,4.33273925584,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,5,0,149.0,10,,,,,0,12,12,39,,,,,,,,,,,,,,,,,,left,1,2.13324950792,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,5,0,150.0,90,,,,,0,13,13,54,,,,,,,,,,,,,,,,,,left,1,4.66722835862,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,25,0,35.0,30,,,,,0,14,14,70,,,,,,,,,,,,,,,,,,left,0,2.36653278932,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,10,0,60.0,29,,,,,0,15,15,12,,,,,,,,,,,,,,,,,,right,1,1.80017251723,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,10,0,60.0,60,,,,,0,16,16,17,,,,,,,,,,,,,,,,,,left,0,2.76646174677,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
,,,25,0,75.0,31,,,,,0,17,17,72,,,,,,,,,,,,,,,,,,right,0,5.88248780531,001,3.0.3,60.005891661163005,ninosDelConv2,2019_Aug_10_0920,261,
