ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,29.0945261279,,,,,,,,,,,,,,,,,,,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,,,,,,,,,,,,,,,space,16.0809535114,,,,,,,,,,,,,,,,,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,,,,,,,,,,,,,,,,,space,9.46586566512,,,,,,,,,,,,,,,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,,,,,,,,,,,,,,,,,,,space,10.6161694201,,,,,,,,,,,,,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,,,,,,,,,,,,,,,,,,,,,left,6.83233298082,,,,,,,,,,,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,,,,,,,,,,,,,,,,,,,,,,,space,3.15041684732,,,,,,,,,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
25,35,150,,,,,0,0,0,1,,,,,,,,,,,,,,,,,left,0,2.9492575489,,,,,,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
10,19,89,,,,,0,1,1,2,,,,,,,,,,,,,,,,,right,0,6.61652617529,,,,,,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
10,109,9,,,,,0,2,2,0,,,,,,,,,,,,,,,,,right,1,3.4834237555,,,,,,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,102.76360166,,,,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,10,0,59.0,9,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,left,1,5.58331251424,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,10,0,39.0,59,,,,,0,1,1,16,,,,,,,,,,,,,,,,,,left,0,1.39938488044,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,25,0,75.0,59,,,,,0,2,2,77,,,,,,,,,,,,,,,,,,right,1,5.11652514711,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,10,0,61.0,4,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,left,1,1.90081652626,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,10,0,40.0,10,,,,,0,4,4,6,,,,,,,,,,,,,,,,,,right,1,4.81615924276,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,25,0,35.0,150,,,,,0,5,5,85,,,,,,,,,,,,,,,,,,left,0,2.56731920969,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,10,0,149.0,61,,,,,0,6,6,19,,,,,,,,,,,,,,,,,,right,1,3.23361935467,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,25,0,75.0,151,,,,,0,7,7,87,,,,,,,,,,,,,,,,,,left,0,1.78382358886,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,10,0,109.0,5,,,,,0,8,8,3,,,,,,,,,,,,,,,,,,left,1,2.14941598102,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,5,0,15.0,61,,,,,0,9,9,45,,,,,,,,,,,,,,,,,,left,0,7.14871943556,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
,,,25,0,150.0,9,,,,,0,10,10,69,,,,,,,,,,,,,,,,,,left,1,2.21777872369,,,001,3.0.3,59.99648405354229,ninosDelConv2,2019_Aug_10_0800,211,
