ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,3.8000816321,,,,,,,,,,,,,,,,,,,001,3.0.3,60.03462622326234,ninosDelConv2,2019_Aug_10_0824,196,
,,,,,,,,,,,,,,,,,space,21.7453876341,,,,,,,,,,,,,,,,,001,3.0.3,60.03462622326234,ninosDelConv2,2019_Aug_10_0824,196,
,,,,,,,,,,,,,,,,,,,space,17.3145209462,,,,,,,,,,,,,,,001,3.0.3,60.03462622326234,ninosDelConv2,2019_Aug_10_0824,196,
,,,,,,,,,,,,,,,,,,,,,space,4.06553183694,,,,,,,,,,,,,001,3.0.3,60.03462622326234,ninosDelConv2,2019_Aug_10_0824,196,
,,,,,,,,,,,,,,,,,,,,,,,right,7.83380369435,,,,,,,,,,,001,3.0.3,60.03462622326234,ninosDelConv2,2019_Aug_10_0824,196,
,,,,,,,,,,,,,,,,,,,,,,,,,space,1.25025317247,,,,,,,,,001,3.0.3,60.03462622326234,ninosDelConv2,2019_Aug_10_0824,196,
10,109,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,left,1,6.64852923492,,,,,,001,3.0.3,60.03462622326234,ninosDelConv2,2019_Aug_10_0824,196,
25,35,150,,,,,0,1,1,1,,,,,,,,,,,,,,,,,left,0,4.29893477343,,,,,,001,3.0.3,60.03462622326234,ninosDelConv2,2019_Aug_10_0824,196,
10,19,89,,,,,0,2,2,2,,,,,,,,,,,,,,,,,right,0,3.21624015458,,,,,,001,3.0.3,60.03462622326234,ninosDelConv2,2019_Aug_10_0824,196,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,74.0386595685,,,,001,3.0.3,60.03462622326234,ninosDelConv2,2019_Aug_10_0824,196,
,,,5,0,15.0,11,,,,,0,0,0,35,,,,,,,,,,,,,,,,,,right,1,4.61405356659,001,3.0.3,60.03462622326234,ninosDelConv2,2019_Aug_10_0824,196,
,,,25,0,35.0,30,,,,,0,1,1,70,,,,,,,,,,,,,,,,,,right,0,2.30176824925,001,3.0.3,60.03462622326234,ninosDelConv2,2019_Aug_10_0824,196,
,,,5,0,151.0,150,,,,,0,2,2,59,,,,,,,,,,,,,,,,,,left,1,6.39955349104,001,3.0.3,60.03462622326234,ninosDelConv2,2019_Aug_10_0824,196,
,,,10,0,61.0,4,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,right,1,5.4500106409,001,3.0.3,60.03462622326234,ninosDelConv2,2019_Aug_10_0824,196,
,,,5,0,16.0,4,,,,,0,4,4,30,,,,,,,,,,,,,,,,,,left,1,4.56699843833,001,3.0.3,60.03462622326234,ninosDelConv2,2019_Aug_10_0824,196,
