ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,7.88074315991,,,,,,,,,,,,,,,,,,,001,3.0.3,60.2361372171422,ninosDelConv2,2019_Aug_10_0842,231,
,,,,,,,,,,,,,,,,,space,23.6798707051,,,,,,,,,,,,,,,,,001,3.0.3,60.2361372171422,ninosDelConv2,2019_Aug_10_0842,231,
,,,,,,,,,,,,,,,,,,,space,25.0962579818,,,,,,,,,,,,,,,001,3.0.3,60.2361372171422,ninosDelConv2,2019_Aug_10_0842,231,
,,,,,,,,,,,,,,,,,,,,,space,5.45010111481,,,,,,,,,,,,,001,3.0.3,60.2361372171422,ninosDelConv2,2019_Aug_10_0842,231,
,,,,,,,,,,,,,,,,,,,,,,,right,5.51679420378,,,,,,,,,,,001,3.0.3,60.2361372171422,ninosDelConv2,2019_Aug_10_0842,231,
,,,,,,,,,,,,,,,,,,,,,,,,,space,2.38341470808,,,,,,,,,001,3.0.3,60.2361372171422,ninosDelConv2,2019_Aug_10_0842,231,
10,19,89,,,,,0,0,0,2,,,,,,,,,,,,,,,,,left,0,3.20044887345,,,,,,001,3.0.3,60.2361372171422,ninosDelConv2,2019_Aug_10_0842,231,
10,109,9,,,,,0,1,1,0,,,,,,,,,,,,,,,,,left,1,3.34986948129,,,,,,001,3.0.3,60.2361372171422,ninosDelConv2,2019_Aug_10_0842,231,
25,35,150,,,,,0,2,2,1,,,,,,,,,,,,,,,,,left,0,2.63325766474,,,,,,001,3.0.3,60.2361372171422,ninosDelConv2,2019_Aug_10_0842,231,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,63.0734493248,,,,001,3.0.3,60.2361372171422,ninosDelConv2,2019_Aug_10_0842,231,
