ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,key_resp_4.keys,key_resp_4.rt,session,psychopyVersion,frameRate,expName,date,participant,
,,,,,,,,,,,,,,,space,7.56648020167,,,,,,,,,,,,,,,,,,,,,001,3.0.3,59.78027784344882,ninosDelConv2,2019_Aug_10_0843,260,
,,,,,,,,,,,,,,,,,space,14.5137602323,,,,,,,,,,,,,,,,,,,001,3.0.3,59.78027784344882,ninosDelConv2,2019_Aug_10_0843,260,
,,,,,,,,,,,,,,,,,,,space,11.4324207482,,,,,,,,,,,,,,,,,001,3.0.3,59.78027784344882,ninosDelConv2,2019_Aug_10_0843,260,
,,,,,,,,,,,,,,,,,,,,,space,3.93284998427,,,,,,,,,,,,,,,001,3.0.3,59.78027784344882,ninosDelConv2,2019_Aug_10_0843,260,
,,,,,,,,,,,,,,,,,,,,,,,right,6.86631220847,,,,,,,,,,,,,001,3.0.3,59.78027784344882,ninosDelConv2,2019_Aug_10_0843,260,
,,,,,,,,,,,,,,,,,,,,,,,,,space,2.79920588736,,,,,,,,,,,001,3.0.3,59.78027784344882,ninosDelConv2,2019_Aug_10_0843,260,
10,109,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,right,1,2.96631704061,,,,,,,,001,3.0.3,59.78027784344882,ninosDelConv2,2019_Aug_10_0843,260,
10,19,89,,,,,0,1,1,2,,,,,,,,,,,,,,,,,left,0,2.5008384242,,,,,,,,001,3.0.3,59.78027784344882,ninosDelConv2,2019_Aug_10_0843,260,
25,35,150,,,,,0,2,2,1,,,,,,,,,,,,,,,,,right,0,1.71658434928,,,,,,,,001,3.0.3,59.78027784344882,ninosDelConv2,2019_Aug_10_0843,260,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,42.8763239494,,,,,,001,3.0.3,59.78027784344882,ninosDelConv2,2019_Aug_10_0843,260,
,,,25,0,75.0,10,,,,,0,0,0,67,,,,,,,,,,,,,,,,,,left,1,2.46669435711,,,001,3.0.3,59.78027784344882,ninosDelConv2,2019_Aug_10_0843,260,
,,,10,0,21.0,31,,,,,0,1,1,10,,,,,,,,,,,,,,,,,,right,0,1.39922459901,,,001,3.0.3,59.78027784344882,ninosDelConv2,2019_Aug_10_0843,260,
,,,5,0,15.0,61,,,,,0,2,2,45,,,,,,,,,,,,,,,,,,left,0,0.984479642357,,,001,3.0.3,59.78027784344882,ninosDelConv2,2019_Aug_10_0843,260,
