Name,Estimate,SE,tStat,DF,pValue,Lower,Upper
(Intercept),-4.22969639515929,1.9053472129536,-2.21990845889058,112,0.0284390554184251,-8.00489766045866,-0.454495129859912
imc,0.0971290344955571,0.0465547484953862,2.08634001116305,112,0.0392180186122829,0.00488676797814411,0.18937130101297
colesterol,-0.000825287121913105,0.00172171182805999,-0.479341030515562,112,0.632630673534465,-0.00423663841137031,0.0025860641675441
glucemia,-0.00505130682006318,0.0175758740768916,-0.287400034727408,112,0.774337113090052,-0.0398756483378311,0.0297730346977048
Rsquared,0.999999848503877,0,0,0,0,0,0
