Name,Estimate,SE,tStat,DF,pValue,Lower,Upper
(Intercept),-1.37915340536597,1.05857182874359,-1.30284348016599,82,0.196275099966103,-3.48498998834761,0.726683177615661
iritotal,-0.0267329080533394,0.00987521159233427,-2.70707192482752,82,0.00825774196644282,-0.0463778497296203,-0.00708796637705857
estrs,0.0356206484160698,0.0155950946168941,2.28409312614764,82,0.0249514766136419,0.00459703729438169,0.066644259537758
atencinemocional,-0.00282034618246694,0.0135494231999651,-0.208152490393407,82,0.835626042200709,-0.0297744651926544,0.0241337728277205
claridaddesentimientos,0.00961073438376205,0.0212799166553152,0.4516340237339,82,0.652724947249689,-0.0327217987129764,0.0519432674805005
reparacinemocional,0.00369025978605386,0.0150179306615477,0.245723586639171,82,0.806510201645774,-0.0261851883687533,0.0335657079408611
Rsquared,0.999999999995377,0,0,0,0,0,0
